reactionId	compartment	r ; p	ratelaw
vTLd5349	Cytoplasm	cyt_prot__BARH2_1_ ;	cyt_prot__BARH2_1_ * kTLd5349
vTLd5350	Cytoplasm	cyt_prot__CCR5_1_ ;	cyt_prot__CCR5_1_ * kTLd5350
vTLd5351	Cytoplasm	cyt_prot__POTB2_1_ ;	cyt_prot__POTB2_1_ * kTLd5351
vTLd5352	Cytoplasm	cyt_prot__DNJB8_1_ ;	cyt_prot__DNJB8_1_ * kTLd5352
vTLd5353	Cytoplasm	cyt_prot__GKN1_1_ ;	cyt_prot__GKN1_1_ * kTLd5353
vTLd5354	Cytoplasm	cyt_prot__PDCD2_1_ ;	cyt_prot__PDCD2_1_ * kTLd5354
vTLd5355	Cytoplasm	cyt_prot__ZNF79_1_ ;	cyt_prot__ZNF79_1_ * kTLd5355
vTLd5356	Cytoplasm	cyt_prot__ESTD_1_ ;	cyt_prot__ESTD_1_ * kTLd5356
vTLd5357	Cytoplasm	cyt_prot__KCMB3_1_ ;	cyt_prot__KCMB3_1_ * kTLd5357
vTLd5358	Cytoplasm	cyt_prot__REG3A_1_ ;	cyt_prot__REG3A_1_ * kTLd5358
vTLd5359	Cytoplasm	cyt_prot__MA1A2_1_ ;	cyt_prot__MA1A2_1_ * kTLd5359
vTLd5360	Cytoplasm	cyt_prot__ALG13_1_ ;	cyt_prot__ALG13_1_ * kTLd5360
vTLd5361	Cytoplasm	cyt_prot__OTOL1_1_ ;	cyt_prot__OTOL1_1_ * kTLd5361
vTLd5362	Cytoplasm	cyt_prot__CMAP3_1_ ;	cyt_prot__CMAP3_1_ * kTLd5362
vTLd5363	Cytoplasm	cyt_prot__ZFYV1_1_ ;	cyt_prot__ZFYV1_1_ * kTLd5363
vTLd5364	Cytoplasm	cyt_prot__GBRR3_1_ ;	cyt_prot__GBRR3_1_ * kTLd5364
vTLd5365	Cytoplasm	cyt_prot__AP5S1_1_ ;	cyt_prot__AP5S1_1_ * kTLd5365
vTLd5366	Cytoplasm	cyt_prot__UN5CL_1_ ;	cyt_prot__UN5CL_1_ * kTLd5366
vTLd5367	Cytoplasm	cyt_prot__EGR3_1_ ;	cyt_prot__EGR3_1_ * kTLd5367
vTLd5368	Cytoplasm	cyt_prot__TRI45_1_ ;	cyt_prot__TRI45_1_ * kTLd5368
vTLd5369	Cytoplasm	cyt_prot__TSPO2_1_ ;	cyt_prot__TSPO2_1_ * kTLd5369
vTLd5370	Cytoplasm	cyt_prot__BN3D2_1_ ;	cyt_prot__BN3D2_1_ * kTLd5370
vTLd5371	Cytoplasm	cyt_prot__5HT1B_1_ ;	cyt_prot__5HT1B_1_ * kTLd5371
vTLd5372	Cytoplasm	cyt_prot__SPI2_1_ ;	cyt_prot__SPI2_1_ * kTLd5372
vTLd5373	Cytoplasm	cyt_prot__MEI4_1_ ;	cyt_prot__MEI4_1_ * kTLd5373
vTLd5374	Cytoplasm	cyt_prot__GPAN1_1_ ;	cyt_prot__GPAN1_1_ * kTLd5374
vTLd5375	Cytoplasm	cyt_prot__SIM13_1_ ;	cyt_prot__SIM13_1_ * kTLd5375
vTLd5376	Cytoplasm	cyt_prot__AQP2_1_ ;	cyt_prot__AQP2_1_ * kTLd5376
vTLd5377	Cytoplasm	cyt_prot__TF2AA_1_ ;	cyt_prot__TF2AA_1_ * kTLd5377
vTLd5378	Cytoplasm	cyt_prot__KSR2_1_ ;	cyt_prot__KSR2_1_ * kTLd5378
vTLd5379	Cytoplasm	cyt_prot__IZUM3_1_ ;	cyt_prot__IZUM3_1_ * kTLd5379
vTLd5380	Cytoplasm	cyt_prot__SET1B_1_ ;	cyt_prot__SET1B_1_ * kTLd5380
vTLd5381	Cytoplasm	cyt_prot__CTNA2_1_ ;	cyt_prot__CTNA2_1_ * kTLd5381
vTLd5382	Cytoplasm	cyt_prot__G137C_1_ ;	cyt_prot__G137C_1_ * kTLd5382
vTLd5383	Cytoplasm	cyt_prot__SYCP1_1_ ;	cyt_prot__SYCP1_1_ * kTLd5383
vTLd5384	Cytoplasm	cyt_prot__DRIP1_1_ ;	cyt_prot__DRIP1_1_ * kTLd5384
vTLd5385	Cytoplasm	cyt_prot__IF2B_1_ ;	cyt_prot__IF2B_1_ * kTLd5385
vTLd5386	Cytoplasm	cyt_prot__TMED8_1_ ;	cyt_prot__TMED8_1_ * kTLd5386
vTLd5387	Cytoplasm	cyt_prot__TSHB_1_ ;	cyt_prot__TSHB_1_ * kTLd5387
vTLd5388	Cytoplasm	cyt_prot__RSAD2_1_ ;	cyt_prot__RSAD2_1_ * kTLd5388
vTLd5389	Cytoplasm	cyt_prot__TSG6_1_ ;	cyt_prot__TSG6_1_ * kTLd5389
vTLd5390	Cytoplasm	cyt_prot__NDUA1_1_ ;	cyt_prot__NDUA1_1_ * kTLd5390
vTLd5391	Cytoplasm	cyt_prot__TCAL9_1_ ;	cyt_prot__TCAL9_1_ * kTLd5391
vTLd5392	Cytoplasm	cyt_prot__ETS2_1_ ;	cyt_prot__ETS2_1_ * kTLd5392
vTLd5393	Cytoplasm	cyt_prot__FR1L5_1_ ;	cyt_prot__FR1L5_1_ * kTLd5393
vTLd5394	Cytoplasm	cyt_prot__SPG17_1_ ;	cyt_prot__SPG17_1_ * kTLd5394
vTLd5395	Cytoplasm	cyt_prot__GDF6_1_ ;	cyt_prot__GDF6_1_ * kTLd5395
vTLd5396	Cytoplasm	cyt_prot__TRML2_1_ ;	cyt_prot__TRML2_1_ * kTLd5396
vTLd5397	Cytoplasm	cyt_prot__MOGT1_1_ ;	cyt_prot__MOGT1_1_ * kTLd5397
vTLd5398	Cytoplasm	cyt_prot__LYSM1_1_ ;	cyt_prot__LYSM1_1_ * kTLd5398
vTLd5399	Cytoplasm	cyt_prot__GP143_1_ ;	cyt_prot__GP143_1_ * kTLd5399
vTLd5400	Cytoplasm	cyt_prot__TRML4_1_ ;	cyt_prot__TRML4_1_ * kTLd5400
vTLd5401	Cytoplasm	cyt_prot__RL14_1_ ;	cyt_prot__RL14_1_ * kTLd5401
vTLd5402	Cytoplasm	cyt_prot__HYPK_2_ ;	cyt_prot__HYPK_2_ * kTLd5402
vTLd5403	Cytoplasm	cyt_prot__KLH38_1_ ;	cyt_prot__KLH38_1_ * kTLd5403
vTLd5404	Cytoplasm	cyt_prot__TREM1_1_ ;	cyt_prot__TREM1_1_ * kTLd5404
vTLd5405	Cytoplasm	cyt_prot__GOGA5_1_ ;	cyt_prot__GOGA5_1_ * kTLd5405
vTLd5406	Cytoplasm	cyt_prot__MAGB1_1_ ;	cyt_prot__MAGB1_1_ * kTLd5406
vTLd5407	Cytoplasm	cyt_prot__SPY3_1_ ;	cyt_prot__SPY3_1_ * kTLd5407
vTLd5408	Cytoplasm	cyt_prot__H12_1_ ;	cyt_prot__H12_1_ * kTLd5408
vTLd5409	Cytoplasm	cyt_prot__FACC1_1_ ;	cyt_prot__FACC1_1_ * kTLd5409
vTLd5410	Cytoplasm	cyt_prot__PKP2_1_ ;	cyt_prot__PKP2_1_ * kTLd5410
vTLd5411	Cytoplasm	cyt_prot__LYZL4_1_ ;	cyt_prot__LYZL4_1_ * kTLd5411
vTLd5412	Cytoplasm	cyt_prot__MYLIP_1_ ;	cyt_prot__MYLIP_1_ * kTLd5412
vTLd5413	Cytoplasm	cyt_prot__XCL2_1_ ;	cyt_prot__XCL2_1_ * kTLd5413
vTLd5414	Cytoplasm	cyt_prot__F90AJ_1_ ;	cyt_prot__F90AJ_1_ * kTLd5414
vTLd5415	Cytoplasm	cyt_prot__Z280C_1_ ;	cyt_prot__Z280C_1_ * kTLd5415
vTLd5416	Cytoplasm	cyt_prot__F90AA_1_ ;	cyt_prot__F90AA_1_ * kTLd5416
vTLd5417	Cytoplasm	cyt_prot__PDK3_1_ ;	cyt_prot__PDK3_1_ * kTLd5417
vTLd5418	Cytoplasm	cyt_prot__CCD63_1_ ;	cyt_prot__CCD63_1_ * kTLd5418
vTLd5419	Cytoplasm	cyt_prot__FRAT1_1_ ;	cyt_prot__FRAT1_1_ * kTLd5419
vTLd5420	Cytoplasm	cyt_prot__CRBG3_3_ ;	cyt_prot__CRBG3_3_ * kTLd5420
vTLd5421	Cytoplasm	cyt_prot__TXLNB_1_ ;	cyt_prot__TXLNB_1_ * kTLd5421
vTLd5422	Cytoplasm	cyt_prot__FRAT2_1_ ;	cyt_prot__FRAT2_1_ * kTLd5422
vTLd5423	Cytoplasm	cyt_prot__O5AC2_1_ ;	cyt_prot__O5AC2_1_ * kTLd5423
vTLd5424	Cytoplasm	cyt_prot__OR5H2_1_ ;	cyt_prot__OR5H2_1_ * kTLd5424
vTLd5425	Cytoplasm	cyt_prot__OR5K4_1_ ;	cyt_prot__OR5K4_1_ * kTLd5425
vTLd5426	Cytoplasm	cyt_prot__CDK15_1_ ;	cyt_prot__CDK15_1_ * kTLd5426
vTLd5427	Cytoplasm	cyt_prot__OR5K3_1_ ;	cyt_prot__OR5K3_1_ * kTLd5427
vTLd5428	Cytoplasm	cyt_prot__DLG2_1_ ;	cyt_prot__DLG2_1_ * kTLd5428
vTLd5429	Cytoplasm	cyt_prot__NMDE2_1_ ;	cyt_prot__NMDE2_1_ * kTLd5429
vTLd5430	Cytoplasm	cyt_prot__TPR_1_ ;	cyt_prot__TPR_1_ * kTLd5430
vTLd5431	Cytoplasm	cyt_prot__DJC27_1_ ;	cyt_prot__DJC27_1_ * kTLd5431
vTLd5432	Cytoplasm	cyt_prot__SFT2C_1_ ;	cyt_prot__SFT2C_1_ * kTLd5432
vTLd5433	Cytoplasm	cyt_prot__NAA10_1_ ;	cyt_prot__NAA10_1_ * kTLd5433
vTLd5434	Cytoplasm	cyt_prot__SPART_1_ ;	cyt_prot__SPART_1_ * kTLd5434
vTLd5435	Cytoplasm	cyt_prot__POTEF_1_ ;	cyt_prot__POTEF_1_ * kTLd5435
vTLd5436	Cytoplasm	cyt_prot__RBM44_1_ ;	cyt_prot__RBM44_1_ * kTLd5436
vTLd5437	Cytoplasm	cyt_prot__LACRT_1_ ;	cyt_prot__LACRT_1_ * kTLd5437
vTLd5438	Cytoplasm	cyt_prot__EXPH5_1_ ;	cyt_prot__EXPH5_1_ * kTLd5438
vTLd5439	Cytoplasm	cyt_prot__D130A_1_ ;	cyt_prot__D130A_1_ * kTLd5439
vTLd5440	Cytoplasm	cyt_prot__DCD_1_ ;	cyt_prot__DCD_1_ * kTLd5440
vTLd5441	Cytoplasm	cyt_prot__MUCL1_1_ ;	cyt_prot__MUCL1_1_ * kTLd5441
vTLd5442	Cytoplasm	cyt_prot__O10A7_1_ ;	cyt_prot__O10A7_1_ * kTLd5442
vTLd5443	Cytoplasm	cyt_prot__PLGT3_1_ ;	cyt_prot__PLGT3_1_ * kTLd5443
vTLd5444	Cytoplasm	cyt_prot__UB2V2_1_ ;	cyt_prot__UB2V2_1_ * kTLd5444
vTLd5445	Cytoplasm	cyt_prot__O6C65_1_ ;	cyt_prot__O6C65_1_ * kTLd5445
vTLd5446	Cytoplasm	cyt_prot__CHIA_1_ ;	cyt_prot__CHIA_1_ * kTLd5446
vTLd5447	Cytoplasm	cyt_prot__CTDS2_1_ ;	cyt_prot__CTDS2_1_ * kTLd5447
vTLd5448	Cytoplasm	cyt_prot__HDBP1_1_ ;	cyt_prot__HDBP1_1_ * kTLd5448
vTLd5449	Cytoplasm	cyt_prot__MPZL3_1_ ;	cyt_prot__MPZL3_1_ * kTLd5449
vTLd5450	Cytoplasm	cyt_prot__CPT1B_1_ ;	cyt_prot__CPT1B_1_ * kTLd5450
vTLd5451	Cytoplasm	cyt_prot__M4A10_1_ ;	cyt_prot__M4A10_1_ * kTLd5451
vTLd5452	Cytoplasm	cyt_prot__RDH10_1_ ;	cyt_prot__RDH10_1_ * kTLd5452
vTLd5453	Cytoplasm	cyt_prot__HEPN1_1_ ;	cyt_prot__HEPN1_1_ * kTLd5453
vTLd5454	Cytoplasm	cyt_prot__TEX54_1_ ;	cyt_prot__TEX54_1_ * kTLd5454
vTLd5455	Cytoplasm	cyt_prot__UBAC2_1_ ;	cyt_prot__UBAC2_1_ * kTLd5455
vTLd5456	Cytoplasm	cyt_prot__PFD6_1_ ;	cyt_prot__PFD6_1_ * kTLd5456
vTLd5457	Cytoplasm	cyt_prot__O10J5_1_ ;	cyt_prot__O10J5_1_ * kTLd5457
vTLd5458	Cytoplasm	cyt_prot__XCL1_1_ ;	cyt_prot__XCL1_1_ * kTLd5458
vTLd5459	Cytoplasm	cyt_prot__RRP12_1_ ;	cyt_prot__RRP12_1_ * kTLd5459
vTLd5460	Cytoplasm	cyt_prot__NPAL2_2_ ;	cyt_prot__NPAL2_2_ * kTLd5460
vTLd5461	Cytoplasm	cyt_prot__TMTC2_1_ ;	cyt_prot__TMTC2_1_ * kTLd5461
vTLd5462	Cytoplasm	cyt_prot__OPCM_1_ ;	cyt_prot__OPCM_1_ * kTLd5462
vTLd5463	Cytoplasm	cyt_prot__KIF5C_1_ ;	cyt_prot__KIF5C_1_ * kTLd5463
vTLd5464	Cytoplasm	cyt_prot__TRI35_1_ ;	cyt_prot__TRI35_1_ * kTLd5464
vTLd5465	Cytoplasm	cyt_prot__DQA1_1_ ;	cyt_prot__DQA1_1_ * kTLd5465
vTLd5466	Cytoplasm	cyt_prot__FZD4_1_ ;	cyt_prot__FZD4_1_ * kTLd5466
vTLd5467	Cytoplasm	cyt_prot__SLUR2_1_ ;	cyt_prot__SLUR2_1_ * kTLd5467
vTLd5468	Cytoplasm	cyt_prot__CTSRE_1_ ;	cyt_prot__CTSRE_1_ * kTLd5468
vTLd5469	Cytoplasm	cyt_prot__SGT1_1_ ;	cyt_prot__SGT1_1_ * kTLd5469
vTLd5470	Cytoplasm	cyt_prot__OR4S1_1_ ;	cyt_prot__OR4S1_1_ * kTLd5470
vTLd5471	Cytoplasm	cyt_prot__OR4C3_1_ ;	cyt_prot__OR4C3_1_ * kTLd5471
vTLd5472	Cytoplasm	cyt_prot__OR4C5_1_ ;	cyt_prot__OR4C5_1_ * kTLd5472
vTLd5473	Cytoplasm	cyt_prot__M4A18_1_ ;	cyt_prot__M4A18_1_ * kTLd5473
vTLd5474	Cytoplasm	cyt_prot__MTLN_2_ ;	cyt_prot__MTLN_2_ * kTLd5474
vTLd5475	Cytoplasm	cyt_prot__PREX2_1_ ;	cyt_prot__PREX2_1_ * kTLd5475
vTLd5476	Cytoplasm	cyt_prot__EDAD_1_ ;	cyt_prot__EDAD_1_ * kTLd5476
vTLd5477	Cytoplasm	cyt_prot__NAR4_1_ ;	cyt_prot__NAR4_1_ * kTLd5477
vTLd5478	Cytoplasm	cyt_prot__O52I1_1_ ;	cyt_prot__O52I1_1_ * kTLd5478
vTLd5479	Cytoplasm	cyt_prot__LRRT4_1_ ;	cyt_prot__LRRT4_1_ * kTLd5479
vTLd5480	Cytoplasm	cyt_prot__SC6A1_1_ ;	cyt_prot__SC6A1_1_ * kTLd5480
vTLd5481	Cytoplasm	cyt_prot__MIA2_3_ ;	cyt_prot__MIA2_3_ * kTLd5481
vTLd5482	Cytoplasm	cyt_prot__ANTRL_1_ ;	cyt_prot__ANTRL_1_ * kTLd5482
vTLd5483	Cytoplasm	cyt_prot__FZD7_1_ ;	cyt_prot__FZD7_1_ * kTLd5483
vTLd5484	Cytoplasm	cyt_prot__NPAS4_1_ ;	cyt_prot__NPAS4_1_ * kTLd5484
vTLd5485	Cytoplasm	cyt_prot__PHF8_1_ ;	cyt_prot__PHF8_1_ * kTLd5485
vTLd5486	Cytoplasm	cyt_prot__O56A5_1_ ;	cyt_prot__O56A5_1_ * kTLd5486
vTLd5487	Cytoplasm	cyt_prot__LMX1A_1_ ;	cyt_prot__LMX1A_1_ * kTLd5487
vTLd5488	Cytoplasm	cyt_prot__A30BL_1_ ;	cyt_prot__A30BL_1_ * kTLd5488
vTLd5489	Cytoplasm	cyt_prot__KATL1_1_ ;	cyt_prot__KATL1_1_ * kTLd5489
vTLd5490	Cytoplasm	cyt_prot__CO6A2_1_ ;	cyt_prot__CO6A2_1_ * kTLd5490
vTLd5491	Cytoplasm	cyt_prot__S72L5_1_ ;	cyt_prot__S72L5_1_ * kTLd5491
vTLd5492	Cytoplasm	cyt_prot__S72L2_1_ ;	cyt_prot__S72L2_1_ * kTLd5492
vTLd5493	Cytoplasm	cyt_prot__S72L4_1_ ;	cyt_prot__S72L4_1_ * kTLd5493
vTLd5494	Cytoplasm	cyt_prot__KLF4_3_ ;	cyt_prot__KLF4_3_ * kTLd5494
vTLd5495	Cytoplasm	cyt_prot__S72L3_1_ ;	cyt_prot__S72L3_1_ * kTLd5495
vTLd5496	Cytoplasm	cyt_prot__RT28_1_ ;	cyt_prot__RT28_1_ * kTLd5496
vTLd5497	Cytoplasm	cyt_prot__S72L1_1_ ;	cyt_prot__S72L1_1_ * kTLd5497
vTLd5498	Cytoplasm	cyt_prot__CP26B_1_ ;	cyt_prot__CP26B_1_ * kTLd5498
vTLd5499	Cytoplasm	cyt_prot__O52B4_1_ ;	cyt_prot__O52B4_1_ * kTLd5499
vTLd5500	Cytoplasm	cyt_prot__FOXB2_1_ ;	cyt_prot__FOXB2_1_ * kTLd5500
vTLd5501	Cytoplasm	cyt_prot__ITPR2_1_ ;	cyt_prot__ITPR2_1_ * kTLd5501
vTLd5502	Cytoplasm	cyt_prot__MMP20_1_ ;	cyt_prot__MMP20_1_ * kTLd5502
vTLd5503	Cytoplasm	cyt_prot__IFNA6_1_ ;	cyt_prot__IFNA6_1_ * kTLd5503
vTLd5504	Cytoplasm	cyt_prot__CMPK2_1_ ;	cyt_prot__CMPK2_1_ * kTLd5504
vTLd5505	Cytoplasm	cyt_prot__ADCYA_1_ ;	cyt_prot__ADCYA_1_ * kTLd5505
vTLd5506	Cytoplasm	cyt_prot__LATS2_1_ ;	cyt_prot__LATS2_1_ * kTLd5506
vTLd5507	Cytoplasm	cyt_prot__ABLM1_1_ ;	cyt_prot__ABLM1_1_ * kTLd5507
vTLd5508	Cytoplasm	cyt_prot__DBX2_1_ ;	cyt_prot__DBX2_1_ * kTLd5508
vTLd5509	Cytoplasm	cyt_prot__CSAG1_1_ ;	cyt_prot__CSAG1_1_ * kTLd5509
vTLd5510	Cytoplasm	cyt_prot__SPI2A_1_ ;	cyt_prot__SPI2A_1_ * kTLd5510
vTLd5511	Cytoplasm	cyt_prot__MBD1_1_ ;	cyt_prot__MBD1_1_ * kTLd5511
vTLd5512	Cytoplasm	cyt_prot__C1C1L_1_ ;	cyt_prot__C1C1L_1_ * kTLd5512
vTLd5513	Cytoplasm	cyt_prot__NCAM1_2_ ;	cyt_prot__NCAM1_2_ * kTLd5513
vTLd5514	Cytoplasm	cyt_prot__LYAM2_1_ ;	cyt_prot__LYAM2_1_ * kTLd5514
vTLd5515	Cytoplasm	cyt_prot__ENDOU_1_ ;	cyt_prot__ENDOU_1_ * kTLd5515
vTLd5516	Cytoplasm	cyt_prot__MO2R1_4_ ;	cyt_prot__MO2R1_4_ * kTLd5516
vTLd5517	Cytoplasm	cyt_prot__LFG1_1_ ;	cyt_prot__LFG1_1_ * kTLd5517
vTLd5518	Cytoplasm	cyt_prot__PRDX4_1_ ;	cyt_prot__PRDX4_1_ * kTLd5518
vTLd5519	Cytoplasm	cyt_prot__BIVM_1_ ;	cyt_prot__BIVM_1_ * kTLd5519
vTLd5520	Cytoplasm	cyt_prot__PRRX1_1_ ;	cyt_prot__PRRX1_1_ * kTLd5520
vTLd5521	Cytoplasm	cyt_prot__DRD3_1_ ;	cyt_prot__DRD3_1_ * kTLd5521
vTLd5522	Cytoplasm	cyt_prot__TYB4_1_ ;	cyt_prot__TYB4_1_ * kTLd5522
vTLd5523	Cytoplasm	cyt_prot__DAXX_1_ ;	cyt_prot__DAXX_1_ * kTLd5523
vTLd5524	Cytoplasm	cyt_prot__ANKK1_1_ ;	cyt_prot__ANKK1_1_ * kTLd5524
vTLd5525	Cytoplasm	cyt_prot__ZN678_1_ ;	cyt_prot__ZN678_1_ * kTLd5525
vTLd5526	Cytoplasm	cyt_prot__TRH_1_ ;	cyt_prot__TRH_1_ * kTLd5526
vTLd5527	Cytoplasm	cyt_prot__ITA4_1_ ;	cyt_prot__ITA4_1_ * kTLd5527
vTLd5528	Cytoplasm	cyt_prot__DR4L2_1_ ;	cyt_prot__DR4L2_1_ * kTLd5528
vTLd5529	Cytoplasm	cyt_prot__NKG2D_1_ ;	cyt_prot__NKG2D_1_ * kTLd5529
vTLd5530	Cytoplasm	cyt_prot__ASPX_1_ ;	cyt_prot__ASPX_1_ * kTLd5530
vTLd5531	Cytoplasm	cyt_prot__CYTSA_1_ ;	cyt_prot__CYTSA_1_ * kTLd5531
vTLd5532	Cytoplasm	cyt_prot__GL6D1_1_ ;	cyt_prot__GL6D1_1_ * kTLd5532
vTLd5533	Cytoplasm	cyt_prot__PLPL4_1_ ;	cyt_prot__PLPL4_1_ * kTLd5533
vTLd5534	Cytoplasm	cyt_prot__FOXI3_1_ ;	cyt_prot__FOXI3_1_ * kTLd5534
vTLd5535	Cytoplasm	cyt_prot__SMIP9_1_ ;	cyt_prot__SMIP9_1_ * kTLd5535
vTLd5536	Cytoplasm	cyt_prot__LHX9_1_ ;	cyt_prot__LHX9_1_ * kTLd5536
vTLd5537	Cytoplasm	cyt_prot__MSRE_1_ ;	cyt_prot__MSRE_1_ * kTLd5537
vTLd5538	Cytoplasm	cyt_prot__CDN2B_1_ ;	cyt_prot__CDN2B_1_ * kTLd5538
vTLd5539	Cytoplasm	cyt_prot__SELS_1_ ;	cyt_prot__SELS_1_ * kTLd5539
vTLd5540	Cytoplasm	cyt_prot__TRPC1_1_ ;	cyt_prot__TRPC1_1_ * kTLd5540
vTLd5541	Cytoplasm	cyt_prot__CNIH1_1_ ;	cyt_prot__CNIH1_1_ * kTLd5541
vTLd5542	Cytoplasm	cyt_prot__NUCG_1_ ;	cyt_prot__NUCG_1_ * kTLd5542
vTLd5543	Cytoplasm	cyt_prot__KI26B_1_ ;	cyt_prot__KI26B_1_ * kTLd5543
vTLd5544	Cytoplasm	cyt_prot__GG12F_1_ ;	cyt_prot__GG12F_1_ * kTLd5544
vTLd5545	Cytoplasm	cyt_prot__PCBP1_1_ ;	cyt_prot__PCBP1_1_ * kTLd5545
vTLd5546	Cytoplasm	cyt_prot__CB074_1_ ;	cyt_prot__CB074_1_ * kTLd5546
vTLd5547	Cytoplasm	cyt_prot__PA2G3_1_ ;	cyt_prot__PA2G3_1_ * kTLd5547
vTLd5548	Cytoplasm	cyt_prot__FOXO1_1_ ;	cyt_prot__FOXO1_1_ * kTLd5548
vTLd5549	Cytoplasm	cyt_prot__HXD13_1_ ;	cyt_prot__HXD13_1_ * kTLd5549
vTLd5550	Cytoplasm	cyt_prot__HXD12_1_ ;	cyt_prot__HXD12_1_ * kTLd5550
vTLd5551	Cytoplasm	cyt_prot__NTCP_1_ ;	cyt_prot__NTCP_1_ * kTLd5551
vTLd5552	Cytoplasm	cyt_prot__CC122_1_ ;	cyt_prot__CC122_1_ * kTLd5552
vTLd5553	Cytoplasm	cyt_prot__HXD11_1_ ;	cyt_prot__HXD11_1_ * kTLd5553
vTLd5554	Cytoplasm	cyt_prot__OR4P4_1_ ;	cyt_prot__OR4P4_1_ * kTLd5554
vTLd5555	Cytoplasm	cyt_prot__HXD10_1_ ;	cyt_prot__HXD10_1_ * kTLd5555
vTLd5556	Cytoplasm	cyt_prot__O2AT4_1_ ;	cyt_prot__O2AT4_1_ * kTLd5556
vTLd5557	Cytoplasm	cyt_prot__HXD9_1_ ;	cyt_prot__HXD9_1_ * kTLd5557
vTLd5558	Cytoplasm	cyt_prot__CATG_1_ ;	cyt_prot__CATG_1_ * kTLd5558
vTLd5559	Cytoplasm	cyt_prot__PTN14_1_ ;	cyt_prot__PTN14_1_ * kTLd5559
vTLd5560	Cytoplasm	cyt_prot__HXD8_1_ ;	cyt_prot__HXD8_1_ * kTLd5560
vTLd5561	Cytoplasm	cyt_prot__TRPA1_1_ ;	cyt_prot__TRPA1_1_ * kTLd5561
vTLd5562	Cytoplasm	cyt_prot__NKG2F_1_ ;	cyt_prot__NKG2F_1_ * kTLd5562
vTLd5563	Cytoplasm	cyt_prot__HXD4_1_ ;	cyt_prot__HXD4_1_ * kTLd5563
vTLd5564	Cytoplasm	cyt_prot__TOMT_1_ ;	cyt_prot__TOMT_1_ * kTLd5564
vTLd5565	Cytoplasm	cyt_prot__NKG2E_1_ ;	cyt_prot__NKG2E_1_ * kTLd5565
vTLd5566	Cytoplasm	cyt_prot__RGS18_1_ ;	cyt_prot__RGS18_1_ * kTLd5566
vTLd5567	Cytoplasm	cyt_prot__NRBP2_3_ ;	cyt_prot__NRBP2_3_ * kTLd5567
vTLd5568	Cytoplasm	cyt_prot__ZN484_1_ ;	cyt_prot__ZN484_1_ * kTLd5568
vTLd5569	Cytoplasm	cyt_prot__THOC2_1_ ;	cyt_prot__THOC2_1_ * kTLd5569
vTLd5570	Cytoplasm	cyt_prot__TGFB2_1_ ;	cyt_prot__TGFB2_1_ * kTLd5570
vTLd5571	Cytoplasm	cyt_prot__SMAD9_1_ ;	cyt_prot__SMAD9_1_ * kTLd5571
vTLd5572	Cytoplasm	cyt_prot__E41L1_1_ ;	cyt_prot__E41L1_1_ * kTLd5572
vTLd5573	Cytoplasm	cyt_prot__OASL_1_ ;	cyt_prot__OASL_1_ * kTLd5573
vTLd5574	Cytoplasm	cyt_prot__KAIN_1_ ;	cyt_prot__KAIN_1_ * kTLd5574
vTLd5575	Cytoplasm	cyt_prot__DDR1_1_ ;	cyt_prot__DDR1_1_ * kTLd5575
vTLd5576	Cytoplasm	cyt_prot__VMA21_1_ ;	cyt_prot__VMA21_1_ * kTLd5576
vTLd5577	Cytoplasm	cyt_prot__ZC12C_1_ ;	cyt_prot__ZC12C_1_ * kTLd5577
vTLd5578	Cytoplasm	cyt_prot__GAG13_1_ ;	cyt_prot__GAG13_1_ * kTLd5578
vTLd5579	Cytoplasm	cyt_prot__PTPRD_1_ ;	cyt_prot__PTPRD_1_ * kTLd5579
vTLd5580	Cytoplasm	cyt_prot__AFF3_1_ ;	cyt_prot__AFF3_1_ * kTLd5580
vTLd5581	Cytoplasm	cyt_prot__OR6Q1_1_ ;	cyt_prot__OR6Q1_1_ * kTLd5581
vTLd5582	Cytoplasm	cyt_prot__SNF5_1_ ;	cyt_prot__SNF5_1_ * kTLd5582
vTLd5583	Cytoplasm	cyt_prot__GBRA3_1_ ;	cyt_prot__GBRA3_1_ * kTLd5583
vTLd5584	Cytoplasm	cyt_prot__HFM1_1_ ;	cyt_prot__HFM1_1_ * kTLd5584
vTLd5585	Cytoplasm	cyt_prot__RL7_1_ ;	cyt_prot__RL7_1_ * kTLd5585
vTLd5586	Cytoplasm	cyt_prot__YIF1A_1_ ;	cyt_prot__YIF1A_1_ * kTLd5586
vTLd5587	Cytoplasm	cyt_prot__CAN6_1_ ;	cyt_prot__CAN6_1_ * kTLd5587
vTLd5588	Cytoplasm	cyt_prot__LXN_1_ ;	cyt_prot__LXN_1_ * kTLd5588
vTLd5589	Cytoplasm	cyt_prot__THEM6_1_ ;	cyt_prot__THEM6_1_ * kTLd5589
vTLd5590	Cytoplasm	cyt_prot__TMM31_1_ ;	cyt_prot__TMM31_1_ * kTLd5590
vTLd5591	Cytoplasm	cyt_prot__TDRD3_1_ ;	cyt_prot__TDRD3_1_ * kTLd5591
vTLd5592	Cytoplasm	cyt_prot__FMO1_1_ ;	cyt_prot__FMO1_1_ * kTLd5592
vTLd5593	Cytoplasm	cyt_prot__AMNLS_1_ ;	cyt_prot__AMNLS_1_ * kTLd5593
vTLd5594	Cytoplasm	cyt_prot__DBR1_1_ ;	cyt_prot__DBR1_1_ * kTLd5594
