reactionId	compartment	r ; p	ratelaw
vTLd5102	Cytoplasm	cyt_prot__GP148_1_ ;	cyt_prot__GP148_1_ * kTLd5102
vTLd5103	Cytoplasm	cyt_prot__TR49B_1_ ;	cyt_prot__TR49B_1_ * kTLd5103
vTLd5104	Cytoplasm	cyt_prot__TR64C_1_ ;	cyt_prot__TR64C_1_ * kTLd5104
vTLd5105	Cytoplasm	cyt_prot__S100B_1_ ;	cyt_prot__S100B_1_ * kTLd5105
vTLd5106	Cytoplasm	cyt_prot__DHB8_1_ ;	cyt_prot__DHB8_1_ * kTLd5106
vTLd5107	Cytoplasm	cyt_prot__PLSL_1_ ;	cyt_prot__PLSL_1_ * kTLd5107
vTLd5108	Cytoplasm	cyt_prot__KALM_1_ ;	cyt_prot__KALM_1_ * kTLd5108
vTLd5109	Cytoplasm	cyt_prot__CXB2_1_ ;	cyt_prot__CXB2_1_ * kTLd5109
vTLd5110	Cytoplasm	cyt_prot__IFNG_1_ ;	cyt_prot__IFNG_1_ * kTLd5110
vTLd5111	Cytoplasm	cyt_prot__TBA3D_1_ ;	cyt_prot__TBA3D_1_ * kTLd5111
vTLd5112	Cytoplasm	cyt_prot__IL26_1_ ;	cyt_prot__IL26_1_ * kTLd5112
vTLd5113	Cytoplasm	cyt_prot__ARL11_1_ ;	cyt_prot__ARL11_1_ * kTLd5113
vTLd5114	Cytoplasm	cyt_prot__ITPR1_1_ ;	cyt_prot__ITPR1_1_ * kTLd5114
vTLd5115	Cytoplasm	cyt_prot__DAPL1_1_ ;	cyt_prot__DAPL1_1_ * kTLd5115
vTLd5116	Cytoplasm	cyt_prot__DNLI4_1_ ;	cyt_prot__DNLI4_1_ * kTLd5116
vTLd5117	Cytoplasm	cyt_prot__IL22_1_ ;	cyt_prot__IL22_1_ * kTLd5117
vTLd5118	Cytoplasm	cyt_prot__GTR11_1_ ;	cyt_prot__GTR11_1_ * kTLd5118
vTLd5119	Cytoplasm	cyt_prot__KCNJ4_1_ ;	cyt_prot__KCNJ4_1_ * kTLd5119
vTLd5120	Cytoplasm	cyt_prot__RFLA_1_ ;	cyt_prot__RFLA_1_ * kTLd5120
vTLd5121	Cytoplasm	cyt_prot__INGR2_1_ ;	cyt_prot__INGR2_1_ * kTLd5121
vTLd5122	Cytoplasm	cyt_prot__HXC4_1_ ;	cyt_prot__HXC4_1_ * kTLd5122
vTLd5123	Cytoplasm	cyt_prot__CP21A_1_ ;	cyt_prot__CP21A_1_ * kTLd5123
vTLd5124	Cytoplasm	cyt_prot__RGPD3_1_ ;	cyt_prot__RGPD3_1_ * kTLd5124
vTLd5125	Cytoplasm	cyt_prot__HXC5_1_ ;	cyt_prot__HXC5_1_ * kTLd5125
vTLd5126	Cytoplasm	cyt_prot__VPP3_1_ ;	cyt_prot__VPP3_1_ * kTLd5126
vTLd5127	Cytoplasm	cyt_prot__FLOT1_1_ ;	cyt_prot__FLOT1_1_ * kTLd5127
vTLd5128	Cytoplasm	cyt_prot__SIML1_1_ ;	cyt_prot__SIML1_1_ * kTLd5128
vTLd5129	Cytoplasm	cyt_prot__PIBF1_1_ ;	cyt_prot__PIBF1_1_ * kTLd5129
vTLd5130	Cytoplasm	cyt_prot__UD14_1_ ;	cyt_prot__UD14_1_ * kTLd5130
vTLd5131	Cytoplasm	cyt_prot__CFC1_1_ ;	cyt_prot__CFC1_1_ * kTLd5131
vTLd5132	Cytoplasm	cyt_prot__A4_1_ ;	cyt_prot__A4_1_ * kTLd5132
vTLd5133	Cytoplasm	cyt_prot__GRK7_1_ ;	cyt_prot__GRK7_1_ * kTLd5133
vTLd5134	Cytoplasm	cyt_prot__PTPRJ_1_ ;	cyt_prot__PTPRJ_1_ * kTLd5134
vTLd5135	Cytoplasm	cyt_prot__RAGE_1_ ;	cyt_prot__RAGE_1_ * kTLd5135
vTLd5136	Cytoplasm	cyt_prot__RGPD4_1_ ;	cyt_prot__RGPD4_1_ * kTLd5136
vTLd5137	Cytoplasm	cyt_prot__OR4B1_1_ ;	cyt_prot__OR4B1_1_ * kTLd5137
vTLd5138	Cytoplasm	cyt_prot__OSTN_1_ ;	cyt_prot__OSTN_1_ * kTLd5138
vTLd5139	Cytoplasm	cyt_prot__OR4X2_1_ ;	cyt_prot__OR4X2_1_ * kTLd5139
vTLd5140	Cytoplasm	cyt_prot__OR4X1_1_ ;	cyt_prot__OR4X1_1_ * kTLd5140
vTLd5141	Cytoplasm	cyt_prot__O52E8_1_ ;	cyt_prot__O52E8_1_ * kTLd5141
vTLd5142	Cytoplasm	cyt_prot__NMUR1_1_ ;	cyt_prot__NMUR1_1_ * kTLd5142
vTLd5143	Cytoplasm	cyt_prot__OPSD_1_ ;	cyt_prot__OPSD_1_ * kTLd5143
vTLd5144	Cytoplasm	cyt_prot__MPIP2_1_ ;	cyt_prot__MPIP2_1_ * kTLd5144
vTLd5145	Cytoplasm	cyt_prot__AQ12B_1_ ;	cyt_prot__AQ12B_1_ * kTLd5145
vTLd5146	Cytoplasm	cyt_prot__H18_1_ ;	cyt_prot__H18_1_ * kTLd5146
vTLd5147	Cytoplasm	cyt_prot__HNRPQ_1_ ;	cyt_prot__HNRPQ_1_ * kTLd5147
vTLd5148	Cytoplasm	cyt_prot__GP171_1_ ;	cyt_prot__GP171_1_ * kTLd5148
vTLd5149	Cytoplasm	cyt_prot__RIC3_1_ ;	cyt_prot__RIC3_1_ * kTLd5149
vTLd5150	Cytoplasm	cyt_prot__ERCC5_1_ ;	cyt_prot__ERCC5_1_ * kTLd5150
vTLd5151	Cytoplasm	cyt_prot__CD5R2_1_ ;	cyt_prot__CD5R2_1_ * kTLd5151
vTLd5152	Cytoplasm	cyt_prot__GPR87_1_ ;	cyt_prot__GPR87_1_ * kTLd5152
vTLd5153	Cytoplasm	cyt_prot__FEV_1_ ;	cyt_prot__FEV_1_ * kTLd5153
vTLd5154	Cytoplasm	cyt_prot__P2Y13_1_ ;	cyt_prot__P2Y13_1_ * kTLd5154
vTLd5155	Cytoplasm	cyt_prot__IHH_1_ ;	cyt_prot__IHH_1_ * kTLd5155
vTLd5156	Cytoplasm	cyt_prot__TOPZ1_1_ ;	cyt_prot__TOPZ1_1_ * kTLd5156
vTLd5157	Cytoplasm	cyt_prot__TCO2_1_ ;	cyt_prot__TCO2_1_ * kTLd5157
vTLd5158	Cytoplasm	cyt_prot__AUGN_1_ ;	cyt_prot__AUGN_1_ * kTLd5158
vTLd5159	Cytoplasm	cyt_prot__AL3B2_1_ ;	cyt_prot__AL3B2_1_ * kTLd5159
vTLd5160	Cytoplasm	cyt_prot__O51C1_1_ ;	cyt_prot__O51C1_1_ * kTLd5160
vTLd5161	Cytoplasm	cyt_prot__TBA3E_1_ ;	cyt_prot__TBA3E_1_ * kTLd5161
vTLd5162	Cytoplasm	cyt_prot__O10D3_1_ ;	cyt_prot__O10D3_1_ * kTLd5162
vTLd5163	Cytoplasm	cyt_prot__DUS28_1_ ;	cyt_prot__DUS28_1_ * kTLd5163
vTLd5164	Cytoplasm	cyt_prot__T10IP_1_ ;	cyt_prot__T10IP_1_ * kTLd5164
vTLd5165	Cytoplasm	cyt_prot__O51B5_1_ ;	cyt_prot__O51B5_1_ * kTLd5165
vTLd5166	Cytoplasm	cyt_prot__HLAE_1_ ;	cyt_prot__HLAE_1_ * kTLd5166
vTLd5167	Cytoplasm	cyt_prot__RASFA_1_ ;	cyt_prot__RASFA_1_ * kTLd5167
vTLd5168	Cytoplasm	cyt_prot__SCN8A_1_ ;	cyt_prot__SCN8A_1_ * kTLd5168
vTLd5169	Cytoplasm	cyt_prot__CCL20_1_ ;	cyt_prot__CCL20_1_ * kTLd5169
vTLd5170	Cytoplasm	cyt_prot__MYH15_1_ ;	cyt_prot__MYH15_1_ * kTLd5170
vTLd5171	Cytoplasm	cyt_prot__ARBK2_1_ ;	cyt_prot__ARBK2_1_ * kTLd5171
vTLd5172	Cytoplasm	cyt_prot__DYTN_1_ ;	cyt_prot__DYTN_1_ * kTLd5172
vTLd5173	Cytoplasm	cyt_prot__GPV_1_ ;	cyt_prot__GPV_1_ * kTLd5173
vTLd5174	Cytoplasm	cyt_prot__SHOX2_1_ ;	cyt_prot__SHOX2_1_ * kTLd5174
vTLd5175	Cytoplasm	cyt_prot__IQEC3_1_ ;	cyt_prot__IQEC3_1_ * kTLd5175
vTLd5176	Cytoplasm	cyt_prot__CBL_1_ ;	kTLd5176*cyt_prot__CBL_1_
vTLd5177	Cytoplasm	cyt_prot__AIFM1_1_ ;	cyt_prot__AIFM1_1_ * kTLd5177
vTLd5178	Cytoplasm	cyt_prot__AT135_1_ ;	cyt_prot__AT135_1_ * kTLd5178
vTLd5179	Cytoplasm	cyt_prot__COLA1_1_ ;	cyt_prot__COLA1_1_ * kTLd5179
vTLd5180	Cytoplasm	cyt_prot__TCEA2_1_ ;	cyt_prot__TCEA2_1_ * kTLd5180
vTLd5181	Cytoplasm	cyt_prot__RRP44_1_ ;	cyt_prot__RRP44_1_ * kTLd5181
vTLd5182	Cytoplasm	cyt_prot__LHPL1_1_ ;	cyt_prot__LHPL1_1_ * kTLd5182
vTLd5183	Cytoplasm	cyt_prot__GBRR2_1_ ;	cyt_prot__GBRR2_1_ * kTLd5183
vTLd5184	Cytoplasm	cyt_prot__PRD16_1_ ;	cyt_prot__PRD16_1_ * kTLd5184
vTLd5185	Cytoplasm	cyt_prot__KMT5B_1_ ;	cyt_prot__KMT5B_1_ * kTLd5185
vTLd5186	Cytoplasm	cyt_prot__NKAI2_1_ ;	cyt_prot__NKAI2_1_ * kTLd5186
vTLd5187	Cytoplasm	cyt_prot__PCBP3_1_ ;	cyt_prot__PCBP3_1_ * kTLd5187
vTLd5188	Cytoplasm	cyt_prot__ROBO1_1_ ;	cyt_prot__ROBO1_1_ * kTLd5188
vTLd5189	Cytoplasm	cyt_prot__KDM5A_1_ ;	cyt_prot__KDM5A_1_ * kTLd5189
vTLd5190	Cytoplasm	cyt_prot__GASP3_1_ ;	cyt_prot__GASP3_1_ * kTLd5190
vTLd5191	Cytoplasm	cyt_prot__RN217_1_ ;	cyt_prot__RN217_1_ * kTLd5191
vTLd5192	Cytoplasm	cyt_prot__LMF2_1_ ;	cyt_prot__LMF2_1_ * kTLd5192
vTLd5193	Cytoplasm	cyt_prot__P3_1_ ;	cyt_prot__P3_1_ * kTLd5193
vTLd5194	Cytoplasm	cyt_prot__DDRGK_1_ ;	cyt_prot__DDRGK_1_ * kTLd5194
vTLd5195	Cytoplasm	cyt_prot__MCH_1_ ;	cyt_prot__MCH_1_ * kTLd5195
vTLd5196	Cytoplasm	cyt_prot__ANKL2_1_ ;	cyt_prot__ANKL2_1_ * kTLd5196
vTLd5197	Cytoplasm	cyt_prot__CC049_1_ ;	cyt_prot__CC049_1_ * kTLd5197
vTLd5198	Cytoplasm	cyt_prot__CT45A_1_ ;	cyt_prot__CT45A_1_ * kTLd5198
vTLd5199	Cytoplasm	cyt_prot__O5H15_1_ ;	cyt_prot__O5H15_1_ * kTLd5199
vTLd5200	Cytoplasm	cyt_prot__EMC5_1_ ;	cyt_prot__EMC5_1_ * kTLd5200
vTLd5201	Cytoplasm	cyt_prot__TPD53_1_ ;	cyt_prot__TPD53_1_ * kTLd5201
vTLd5202	Cytoplasm	cyt_prot__MX2_1_ ;	cyt_prot__MX2_1_ * kTLd5202
vTLd5203	Cytoplasm	cyt_prot__PTHY_1_ ;	cyt_prot__PTHY_1_ * kTLd5203
vTLd5204	Cytoplasm	cyt_prot__WHR1_4_ ;	cyt_prot__WHR1_4_ * kTLd5204
vTLd5205	Cytoplasm	cyt_prot__COMD7_1_ ;	cyt_prot__COMD7_1_ * kTLd5205
vTLd5206	Cytoplasm	cyt_prot__HEY2_1_ ;	cyt_prot__HEY2_1_ * kTLd5206
vTLd5207	Cytoplasm	cyt_prot__MSD2_1_ ;	cyt_prot__MSD2_1_ * kTLd5207
vTLd5208	Cytoplasm	cyt_prot__SRGP3_1_ ;	cyt_prot__SRGP3_1_ * kTLd5208
vTLd5209	Cytoplasm	cyt_prot__GALT4_1_ ;	cyt_prot__GALT4_1_ * kTLd5209
vTLd5210	Cytoplasm	cyt_prot__ATF6B_1_ ;	cyt_prot__ATF6B_1_ * kTLd5210
vTLd5211	Cytoplasm	cyt_prot__DGKK_1_ ;	cyt_prot__DGKK_1_ * kTLd5211
vTLd5212	Cytoplasm	cyt_prot__TB15A_1_ ;	cyt_prot__TB15A_1_ * kTLd5212
vTLd5213	Cytoplasm	cyt_prot__TAFA1_1_ ;	cyt_prot__TAFA1_1_ * kTLd5213
vTLd5214	Cytoplasm	cyt_prot__MLP3A_1_ ;	cyt_prot__MLP3A_1_ * kTLd5214
vTLd5215	Cytoplasm	cyt_prot__SELK_1_ ;	cyt_prot__SELK_1_ * kTLd5215
vTLd5216	Cytoplasm	cyt_prot__AIRE_1_ ;	cyt_prot__AIRE_1_ * kTLd5216
vTLd5217	Cytoplasm	cyt_prot__ROBO3_1_ ;	cyt_prot__ROBO3_1_ * kTLd5217
vTLd5218	Cytoplasm	cyt_prot__CC174_1_ ;	cyt_prot__CC174_1_ * kTLd5218
vTLd5219	Cytoplasm	cyt_prot__KLRB1_1_ ;	cyt_prot__KLRB1_1_ * kTLd5219
vTLd5220	Cytoplasm	cyt_prot__CHSTD_1_ ;	cyt_prot__CHSTD_1_ * kTLd5220
vTLd5221	Cytoplasm	cyt_prot__PERI_1_ ;	cyt_prot__PERI_1_ * kTLd5221
vTLd5222	Cytoplasm	cyt_prot__PA21B_1_ ;	cyt_prot__PA21B_1_ * kTLd5222
vTLd5223	Cytoplasm	cyt_prot__FZD10_1_ ;	cyt_prot__FZD10_1_ * kTLd5223
vTLd5224	Cytoplasm	cyt_prot__MK12_1_ ;	cyt_prot__MK12_1_ * kTLd5224
vTLd5225	Cytoplasm	cyt_prot__MYO3B_1_ ;	cyt_prot__MYO3B_1_ * kTLd5225
vTLd5226	Cytoplasm	cyt_prot__RCBT2_1_ ;	cyt_prot__RCBT2_1_ * kTLd5226
vTLd5227	Cytoplasm	cyt_prot__BLID_1_ ;	cyt_prot__BLID_1_ * kTLd5227
vTLd5228	Cytoplasm	cyt_prot__GSTA5_1_ ;	cyt_prot__GSTA5_1_ * kTLd5228
vTLd5229	Cytoplasm	cyt_prot__TIGD1_1_ ;	cyt_prot__TIGD1_1_ * kTLd5229
vTLd5230	Cytoplasm	cyt_prot__AEBP2_1_ ;	cyt_prot__AEBP2_1_ * kTLd5230
vTLd5231	Cytoplasm	cyt_prot__PHLA1_1_ ;	cyt_prot__PHLA1_1_ * kTLd5231
vTLd5232	Cytoplasm	cyt_prot__DHR12_1_ ;	cyt_prot__DHR12_1_ * kTLd5232
vTLd5233	Cytoplasm	cyt_prot__CC184_1_ ;	cyt_prot__CC184_1_ * kTLd5233
vTLd5234	Cytoplasm	cyt_prot__O10AD_1_ ;	cyt_prot__O10AD_1_ * kTLd5234
vTLd5235	Cytoplasm	cyt_prot__H1FNT_1_ ;	cyt_prot__H1FNT_1_ * kTLd5235
vTLd5236	Cytoplasm	cyt_prot__CC150_1_ ;	cyt_prot__CC150_1_ * kTLd5236
vTLd5237	Cytoplasm	cyt_prot__TPD54_1_ ;	cyt_prot__TPD54_1_ * kTLd5237
vTLd5238	Cytoplasm	cyt_prot__5HT3C_1_ ;	cyt_prot__5HT3C_1_ * kTLd5238
vTLd5239	Cytoplasm	cyt_prot__DXO_1_ ;	cyt_prot__DXO_1_ * kTLd5239
vTLd5240	Cytoplasm	cyt_prot__SL9A4_1_ ;	cyt_prot__SL9A4_1_ * kTLd5240
vTLd5241	Cytoplasm	cyt_prot__SYNE1_1_ ;	cyt_prot__SYNE1_1_ * kTLd5241
vTLd5242	Cytoplasm	cyt_prot__VP13D_1_ ;	cyt_prot__VP13D_1_ * kTLd5242
vTLd5243	Cytoplasm	cyt_prot__5HT3E_1_ ;	cyt_prot__5HT3E_1_ * kTLd5243
vTLd5244	Cytoplasm	cyt_prot__MITD1_1_ ;	cyt_prot__MITD1_1_ * kTLd5244
vTLd5245	Cytoplasm	cyt_prot__NRX2A_1_ ;	cyt_prot__NRX2A_1_ * kTLd5245
vTLd5246	Cytoplasm	cyt_prot__TMPS2_1_ ;	cyt_prot__TMPS2_1_ * kTLd5246
vTLd5247	Cytoplasm	cyt_prot__CB069_1_ ;	cyt_prot__CB069_1_ * kTLd5247
vTLd5248	Cytoplasm	cyt_prot__5HT3D_1_ ;	cyt_prot__5HT3D_1_ * kTLd5248
vTLd5249	Cytoplasm	cyt_prot__SDCB2_1_ ;	cyt_prot__SDCB2_1_ * kTLd5249
vTLd5250	Cytoplasm	cyt_prot__KIF4A_1_ ;	cyt_prot__KIF4A_1_ * kTLd5250
vTLd5251	Cytoplasm	cyt_prot__SAMD7_1_ ;	cyt_prot__SAMD7_1_ * kTLd5251
vTLd5252	Cytoplasm	cyt_prot__TFDP1_1_ ;	cyt_prot__TFDP1_1_ * kTLd5252
vTLd5253	Cytoplasm	cyt_prot__CF210_1_ ;	cyt_prot__CF210_1_ * kTLd5253
vTLd5254	Cytoplasm	cyt_prot__LRIQ4_1_ ;	cyt_prot__LRIQ4_1_ * kTLd5254
vTLd5255	Cytoplasm	cyt_prot__GLUC_1_ ;	cyt_prot__GLUC_1_ * kTLd5255
vTLd5256	Cytoplasm	cyt_prot__FBLN1_1_ ;	cyt_prot__FBLN1_1_ * kTLd5256
vTLd5257	Cytoplasm	cyt_prot__B2CL1_1_ ;	cyt_prot__B2CL1_1_ * kTLd5257
vTLd5258	Cytoplasm	cyt_prot__KAZRN_1_ ;	cyt_prot__KAZRN_1_ * kTLd5258
vTLd5259	Cytoplasm	cyt_prot__NCBP2_1_ ;	cyt_prot__NCBP2_1_ * kTLd5259
vTLd5260	Cytoplasm	cyt_prot__ATX3_2_ ;	cyt_prot__ATX3_2_ * kTLd5260
vTLd5261	Cytoplasm	cyt_prot__IT70B_1_ ;	cyt_prot__IT70B_1_ * kTLd5261
vTLd5262	Cytoplasm	cyt_prot__KAISO_1_ ;	cyt_prot__KAISO_1_ * kTLd5262
vTLd5263	Cytoplasm	cyt_prot__IT70A_1_ ;	cyt_prot__IT70A_1_ * kTLd5263
vTLd5264	Cytoplasm	cyt_prot__TEX44_1_ ;	cyt_prot__TEX44_1_ * kTLd5264
vTLd5265	Cytoplasm	cyt_prot__NCAS2_1_ ;	cyt_prot__NCAS2_1_ * kTLd5265
vTLd5266	Cytoplasm	cyt_prot__SPY2_1_ ;	kTLd5266*cyt_prot__SPY2_1_
vTLd5267	Cytoplasm	cyt_prot__DMA_1_ ;	cyt_prot__DMA_1_ * kTLd5267
vTLd5268	Cytoplasm	cyt_prot__O52B2_1_ ;	cyt_prot__O52B2_1_ * kTLd5268
vTLd5269	Cytoplasm	cyt_prot__BI2L2_1_ ;	cyt_prot__BI2L2_1_ * kTLd5269
vTLd5270	Cytoplasm	cyt_prot__CK042_1_ ;	cyt_prot__CK042_1_ * kTLd5270
vTLd5271	Cytoplasm	cyt_prot__CASZ1_1_ ;	cyt_prot__CASZ1_1_ * kTLd5271
vTLd5272	Cytoplasm	cyt_prot__ZBTB9_1_ ;	cyt_prot__ZBTB9_1_ * kTLd5272
vTLd5273	Cytoplasm	cyt_prot__CO6A6_1_ ;	cyt_prot__CO6A6_1_ * kTLd5273
vTLd5274	Cytoplasm	cyt_prot__SAMD3_1_ ;	cyt_prot__SAMD3_1_ * kTLd5274
vTLd5275	Cytoplasm	cyt_prot__TPSN_1_ ;	cyt_prot__TPSN_1_ * kTLd5275
vTLd5276	Cytoplasm	cyt_prot__GRHL1_1_ ;	cyt_prot__GRHL1_1_ * kTLd5276
vTLd5277	Cytoplasm	cyt_prot__GPC3_1_ ;	cyt_prot__GPC3_1_ * kTLd5277
vTLd5278	Cytoplasm	cyt_prot__GRIK3_1_ ;	cyt_prot__GRIK3_1_ * kTLd5278
vTLd5279	Cytoplasm	cyt_prot__PA2GD_1_ ;	cyt_prot__PA2GD_1_ * kTLd5279
vTLd5280	Cytoplasm	cyt_prot__DONS_1_ ;	cyt_prot__DONS_1_ * kTLd5280
vTLd5281	Cytoplasm	cyt_prot__CRDL2_1_ ;	cyt_prot__CRDL2_1_ * kTLd5281
vTLd5282	Cytoplasm	cyt_prot__SPEG_5_ ;	cyt_prot__SPEG_5_ * kTLd5282
vTLd5283	Cytoplasm	cyt_prot__LMTD1_1_ ;	cyt_prot__LMTD1_1_ * kTLd5283
vTLd5284	Cytoplasm	cyt_prot__OGT1_1_ ;	cyt_prot__OGT1_1_ * kTLd5284
vTLd5285	Cytoplasm	cyt_prot__RLF_1_ ;	cyt_prot__RLF_1_ * kTLd5285
vTLd5286	Cytoplasm	cyt_prot__VGLL4_1_ ;	cyt_prot__VGLL4_1_ * kTLd5286
vTLd5287	Cytoplasm	cyt_prot__DLGP3_1_ ;	cyt_prot__DLGP3_1_ * kTLd5287
vTLd5288	Cytoplasm	cyt_prot__CHST7_1_ ;	cyt_prot__CHST7_1_ * kTLd5288
vTLd5289	Cytoplasm	cyt_prot__KLF17_1_ ;	cyt_prot__KLF17_1_ * kTLd5289
vTLd5290	Cytoplasm	cyt_prot__INHA_1_ ;	cyt_prot__INHA_1_ * kTLd5290
vTLd5291	Cytoplasm	cyt_prot__SNIP1_1_ ;	cyt_prot__SNIP1_1_ * kTLd5291
vTLd5292	Cytoplasm	cyt_prot__RHOB_1_ ;	cyt_prot__RHOB_1_ * kTLd5292
vTLd5293	Cytoplasm	cyt_prot__KLF18_1_ ;	cyt_prot__KLF18_1_ * kTLd5293
vTLd5294	Cytoplasm	cyt_prot__TM10C_1_ ;	cyt_prot__TM10C_1_ * kTLd5294
vTLd5295	Cytoplasm	cyt_prot__SP9_1_ ;	cyt_prot__SP9_1_ * kTLd5295
vTLd5296	Cytoplasm	cyt_prot__TTLL1_1_ ;	cyt_prot__TTLL1_1_ * kTLd5296
vTLd5297	Cytoplasm	cyt_prot__KCJ13_1_ ;	cyt_prot__KCJ13_1_ * kTLd5297
vTLd5298	Cytoplasm	cyt_prot__CDC16_1_ ;	cyt_prot__CDC16_1_ * kTLd5298
vTLd5299	Cytoplasm	cyt_prot__PTMS_1_ ;	cyt_prot__PTMS_1_ * kTLd5299
vTLd5300	Cytoplasm	cyt_prot__KAD5_1_ ;	cyt_prot__KAD5_1_ * kTLd5300
vTLd5301	Cytoplasm	cyt_prot__CDHR4_1_ ;	cyt_prot__CDHR4_1_ * kTLd5301
vTLd5302	Cytoplasm	cyt_prot__S19A1_1_ ;	cyt_prot__S19A1_1_ * kTLd5302
vTLd5303	Cytoplasm	cyt_prot__VPS52_1_ ;	cyt_prot__VPS52_1_ * kTLd5303
vTLd5304	Cytoplasm	cyt_prot__ZCC18_1_ ;	cyt_prot__ZCC18_1_ * kTLd5304
vTLd5305	Cytoplasm	cyt_prot__DESP_1_ ;	cyt_prot__DESP_1_ * kTLd5305
vTLd5306	Cytoplasm	cyt_prot__CD86_1_ ;	cyt_prot__CD86_1_ * kTLd5306
vTLd5307	Cytoplasm	cyt_prot__ACHA_2_ ;	cyt_prot__ACHA_2_ * kTLd5307
vTLd5308	Cytoplasm	cyt_prot__CYTA_1_ ;	cyt_prot__CYTA_1_ * kTLd5308
vTLd5309	Cytoplasm	cyt_prot__CO4B_1_ ;	cyt_prot__CO4B_1_ * kTLd5309
vTLd5310	Cytoplasm	cyt_prot__AUXI_1_ ;	cyt_prot__AUXI_1_ * kTLd5310
vTLd5311	Cytoplasm	cyt_prot__SPA12_1_ ;	cyt_prot__SPA12_1_ * kTLd5311
vTLd5312	Cytoplasm	cyt_prot__SCML2_1_ ;	cyt_prot__SCML2_1_ * kTLd5312
vTLd5313	Cytoplasm	cyt_prot__OBRG_1_ ;	cyt_prot__OBRG_1_ * kTLd5313
vTLd5314	Cytoplasm	cyt_prot__F162A_1_ ;	cyt_prot__F162A_1_ * kTLd5314
vTLd5315	Cytoplasm	cyt_prot__CXA9_1_ ;	cyt_prot__CXA9_1_ * kTLd5315
vTLd5316	Cytoplasm	cyt_prot__DTX3L_1_ ;	cyt_prot__DTX3L_1_ * kTLd5316
vTLd5317	Cytoplasm	cyt_prot__CALC_1_ ;	cyt_prot__CALC_1_ * kTLd5317
vTLd5318	Cytoplasm	cyt_prot__SYCM_1_ ;	cyt_prot__SYCM_1_ * kTLd5318
vTLd5319	Cytoplasm	cyt_prot__NEGR1_1_ ;	cyt_prot__NEGR1_1_ * kTLd5319
vTLd5320	Cytoplasm	cyt_prot__FAME_1_ ;	cyt_prot__FAME_1_ * kTLd5320
vTLd5321	Cytoplasm	cyt_prot__TRBP2_1_ ;	cyt_prot__TRBP2_1_ * kTLd5321
vTLd5322	Cytoplasm	cyt_prot__SHL2A_1_ ;	cyt_prot__SHL2A_1_ * kTLd5322
vTLd5323	Cytoplasm	cyt_prot__TDIF2_1_ ;	cyt_prot__TDIF2_1_ * kTLd5323
vTLd5324	Cytoplasm	cyt_prot__MTDC_1_ ;	cyt_prot__MTDC_1_ * kTLd5324
vTLd5325	Cytoplasm	cyt_prot__PLD4_1_ ;	cyt_prot__PLD4_1_ * kTLd5325
vTLd5326	Cytoplasm	cyt_prot__POTEJ_1_ ;	cyt_prot__POTEJ_1_ * kTLd5326
vTLd5327	Cytoplasm	cyt_prot__MX1_1_ ;	cyt_prot__MX1_1_ * kTLd5327
vTLd5328	Cytoplasm	cyt_prot__IF4G2_1_ ;	cyt_prot__IF4G2_1_ * kTLd5328
vTLd5329	Cytoplasm	cyt_prot__MAGI1_1_ ;	cyt_prot__MAGI1_1_ * kTLd5329
vTLd5330	Cytoplasm	cyt_prot__RIN3_1_ ;	cyt_prot__RIN3_1_ * kTLd5330
vTLd5331	Cytoplasm	cyt_prot__HFE_1_ ;	cyt_prot__HFE_1_ * kTLd5331
vTLd5332	Cytoplasm	cyt_prot__COOA1_1_ ;	cyt_prot__COOA1_1_ * kTLd5332
vTLd5333	Cytoplasm	cyt_prot__HRURF_1_ ;	cyt_prot__HRURF_1_ * kTLd5333
vTLd5334	Cytoplasm	cyt_prot__TNR19_1_ ;	cyt_prot__TNR19_1_ * kTLd5334
vTLd5335	Cytoplasm	cyt_prot__RMACL_1_ ;	cyt_prot__RMACL_1_ * kTLd5335
vTLd5336	Cytoplasm	cyt_prot__SYCY2_1_ ;	cyt_prot__SYCY2_1_ * kTLd5336
vTLd5337	Cytoplasm	cyt_prot__BKRB1_1_ ;	cyt_prot__BKRB1_1_ * kTLd5337
vTLd5338	Cytoplasm	cyt_prot__STK26_1_ ;	cyt_prot__STK26_1_ * kTLd5338
vTLd5339	Cytoplasm	cyt_prot__GPX7_1_ ;	cyt_prot__GPX7_1_ * kTLd5339
vTLd5340	Cytoplasm	cyt_prot__FKB1C_1_ ;	cyt_prot__FKB1C_1_ * kTLd5340
vTLd5341	Cytoplasm	cyt_prot__RALY_1_ ;	cyt_prot__RALY_1_ * kTLd5341
vTLd5342	Cytoplasm	cyt_prot__O4A47_1_ ;	cyt_prot__O4A47_1_ * kTLd5342
vTLd5343	Cytoplasm	cyt_prot__ZBT22_1_ ;	cyt_prot__ZBT22_1_ * kTLd5343
vTLd5344	Cytoplasm	cyt_prot__ROP1A_1_ ;	cyt_prot__ROP1A_1_ * kTLd5344
vTLd5345	Cytoplasm	cyt_prot__CAC1C_1_ ;	cyt_prot__CAC1C_1_ * kTLd5345
vTLd5346	Cytoplasm	cyt_prot__HUS1B_1_ ;	cyt_prot__HUS1B_1_ * kTLd5346
vTLd5347	Cytoplasm	cyt_prot__TET5D_1_ ;	cyt_prot__TET5D_1_ * kTLd5347
vTLd5348	Cytoplasm	cyt_prot__OTOF_1_ ;	cyt_prot__OTOF_1_ * kTLd5348
