reactionId	parameterId	parameterScale	lowerBound	upperBound	nominalValue	estimate
vGac14171	kGac14171	lin	0.0005	0.0005	0.0005	0
vGac14172	kGac14172	lin	0.0005	0.0005	0.0005	0
vGac14173	kGac14173	lin	0.0005	0.0005	0.0005	0
vGac14174	kGac14174	lin	0.0005	0.0005	0.0005	0
vGac14175	kGac14175	lin	0.0005	0.0005	0.0005	0
vGac14176	kGac14176	lin	0.0005	0.0005	0.0005	0
vGac14177	kGac14177	lin	0.0005	0.0005	0.0005	0
vGac14178	kGac14178	lin	0.0005	0.0005	0.0005	0
vGac14179	kGac14179	lin	0.0005	0.0005	0.0005	0
vGac14180	kGac14180	lin	0.0005	0.0005	0.0005	0
vGac14181	kGac14181	lin	0.0005	0.0005	0.0005	0
vGac14182	kGac14182	lin	0.0005	0.0005	0.0005	0
vGac14183	kGac14183	lin	0.0005	0.0005	0.0005	0
vGac14184	kGac14184	lin	0.0005	0.0005	0.0005	0
vGac14185	kGac14185	lin	0.0005	0.0005	0.0005	0
vGac14186	kGac14186	lin	0.0005	0.0005	0.0005	0
vGac14187	kGac14187	lin	0.0005	0.0005	0.0005	0
vGac14188	kGac14188	lin	0.0005	0.0005	0.0005	0
vGac14189	kGac14189	lin	0.0005	0.0005	0.0005	0
vGac14190	kGac14190	lin	0.0005	0.0005	0.0005	0
vGac14191	kGac14191	lin	0.0005	0.0005	0.0005	0
vGac14192	kGac14192	lin	0.0005	0.0005	0.0005	0
vGac14193	kGac14193	lin	0.0005	0.0005	0.0005	0
vGac14194	kGac14194	lin	0.0005	0.0005	0.0005	0
vGac14195	kGac14195	lin	0.0005	0.0005	0.0005	0
vGac14196	kGac14196	lin	0.0005	0.0005	0.0005	0
vGac14197	kGac14197	lin	0.0005	0.0005	0.0005	0
vGac14198	kGac14198	lin	0.0005	0.0005	0.0005	0
vGac14199	kGac14199	lin	0.0005	0.0005	0.0005	0
vGac14200	kGac14200	lin	0.0005	0.0005	0.0005	0
vGac14201	kGac14201	lin	0.0005	0.0005	0.0005	0
vGac14202	kGac14202	lin	0.0005	0.0005	0.0005	0
vGac14203	kGac14203	lin	0.0005	0.0005	0.0005	0
vGac14204	kGac14204	lin	0.0005	0.0005	0.0005	0
vGac14205	kGac14205	lin	0.0005	0.0005	0.0005	0
vGac14206	kGac14206	lin	0.0005	0.0005	0.0005	0
vGac14207	kGac14207	lin	0.0005	0.0005	0.0005	0
vGac14208	kGac14208	lin	0.0005	0.0005	0.0005	0
vGac14209	kGac14209	lin	0.0005	0.0005	0.0005	0
vGac14210	kGac14210	lin	0.0005	0.0005	0.0005	0
vGac14211	kGac14211	lin	0.0005	0.0005	0.0005	0
vGac14212	kGac14212	lin	0.0005	0.0005	0.0005	0
vGac14213	kGac14213	lin	0.0005	0.0005	0.0005	0
vGac14214	kGac14214	lin	0.0005	0.0005	0.0005	0
vGac14215	kGac14215	lin	0.0005	0.0005	0.0005	0
vGac14216	kGac14216	lin	0.0005	0.0005	0.0005	0
vGac14217	kGac14217	lin	0.0005	0.0005	0.0005	0
vGac14218	kGac14218	lin	0.0005	0.0005	0.0005	0
vGac14219	kGac14219	lin	0.0005	0.0005	0.0005	0
vGac14220	kGac14220	lin	0.0005	0.0005	0.0005	0
vGac14221	kGac14221	lin	0.0005	0.0005	0.0005	0
vGac14222	kGac14222	lin	0.0005	0.0005	0.0005	0
vGac14223	kGac14223	lin	0.0005	0.0005	0.0005	0
vGac14224	kGac14224	lin	0.0005	0.0005	0.0005	0
vGac14225	kGac14225	lin	0.0005	0.0005	0.0005	0
vGac14226	kGac14226	lin	0.0005	0.0005	0.0005	0
vGac14227	kGac14227	lin	0.0005	0.0005	0.0005	0
vGac14228	kGac14228	lin	0.0005	0.0005	0.0005	0
vGac14229	kGac14229	lin	0.0005	0.0005	0.0005	0
vGac14230	kGac14230	lin	0.0005	0.0005	0.0005	0
vGac14231	kGac14231	lin	0.0005	0.0005	0.0005	0
vGac14232	kGac14232	lin	0.0005	0.0005	0.0005	0
vGac14233	kGac14233	lin	0.0005	0.0005	0.0005	0
vGac14234	kGac14234	lin	0.0005	0.0005	0.0005	0
vGac14235	kGac14235	lin	0.0005	0.0005	0.0005	0
vGac14236	kGac14236	lin	0.0005	0.0005	0.0005	0
vGac14237	kGac14237	lin	0.0005	0.0005	0.0005	0
vGac14238	kGac14238	lin	0.0005	0.0005	0.0005	0
vGac14239	kGac14239	lin	0.0005	0.0005	0.0005	0
vGac14240	kGac14240	lin	0.0005	0.0005	0.0005	0
vGac14241	kGac14241	lin	0.0005	0.0005	0.0005	0
vGac14242	kGac14242	lin	0.0005	0.0005	0.0005	0
vGac14243	kGac14243	lin	0.0005	0.0005	0.0005	0
vGac14244	kGac14244	lin	0.0005	0.0005	0.0005	0
vGac14245	kGac14245	lin	0.0005	0.0005	0.0005	0
vGac14246	kGac14246	lin	0.0005	0.0005	0.0005	0
vGac14247	kGac14247	lin	0.0005	0.0005	0.0005	0
vGac14248	kGac14248	lin	0.0005	0.0005	0.0005	0
vGac14249	kGac14249	lin	0.0005	0.0005	0.0005	0
vGac14250	kGac14250	lin	0.0005	0.0005	0.0005	0
vGac14251	kGac14251	lin	0.0005	0.0005	0.0005	0
vGac14252	kGac14252	lin	0.0005	0.0005	0.0005	0
vGac14253	kGac14253	lin	0.0005	0.0005	0.0005	0
vGac14254	kGac14254	lin	0.0005	0.0005	0.0005	0
vGac14255	kGac14255	lin	0.0005	0.0005	0.0005	0
vGac14256	kGac14256	lin	0.0005	0.0005	0.0005	0
vGac14257	kGac14257	lin	0.0005	0.0005	0.0005	0
vGac14258	kGac14258	lin	0.0005	0.0005	0.0005	0
vGac14259	kGac14259	lin	0.0005	0.0005	0.0005	0
vGac14260	kGac14260	lin	0.0005	0.0005	0.0005	0
vGac14261	kGac14261	lin	0.0005	0.0005	0.0005	0
vGac14262	kGac14262	lin	0.0005	0.0005	0.0005	0
vGac14263	kGac14263	lin	0.0005	0.0005	0.0005	0
vGac14264	kGac14264	lin	0.0005	0.0005	0.0005	0
vGac14265	kGac14265	lin	0.0005	0.0005	0.0005	0
vGac14266	kGac14266	lin	0.0005	0.0005	0.0005	0
vGac14267	kGac14267	lin	0.0005	0.0005	0.0005	0
vGac14268	kGac14268	lin	0.0005	0.0005	0.0005	0
vGac14269	kGac14269	lin	0.0005	0.0005	0.0005	0
vGac14270	kGac14270	lin	0.0005	0.0005	0.0005	0
vGac14271	kGac14271	lin	0.0005	0.0005	0.0005	0
vGac14272	kGac14272	lin	0.0005	0.0005	0.0005	0
vGac14273	kGac14273	lin	0.0005	0.0005	0.0005	0
vGac14274	kGac14274	lin	0.0005	0.0005	0.0005	0
vGac14275	kGac14275	lin	0.0005	0.0005	0.0005	0
vGac14276	kGac14276	lin	0.0005	0.0005	0.0005	0
vGac14277	kGac14277	lin	0.0005	0.0005	0.0005	0
vGac14278	kGac14278	lin	0.0005	0.0005	0.0005	0
vGac14279	kGac14279	lin	0.0005	0.0005	0.0005	0
vGac14280	kGac14280	lin	0.0005	0.0005	0.0005	0
vGac14281	kGac14281	lin	0.0005	0.0005	0.0005	0
vGac14282	kGac14282	lin	0.0005	0.0005	0.0005	0
vGac14283	kGac14283	lin	0.0005	0.0005	0.0005	0
vGac14284	kGac14284	lin	0.0005	0.0005	0.0005	0
vGac14285	kGac14285	lin	0.0005	0.0005	0.0005	0
vGac14286	kGac14286	lin	0.0005	0.0005	0.0005	0
vGac14287	kGac14287	lin	0.0005	0.0005	0.0005	0
vGac14288	kGac14288	lin	0.0005	0.0005	0.0005	0
vGac14289	kGac14289	lin	0.0005	0.0005	0.0005	0
vGac14290	kGac14290	lin	0.0005	0.0005	0.0005	0
vGac14291	kGac14291	lin	0.0005	0.0005	0.0005	0
vGac14292	kGac14292	lin	0.0005	0.0005	0.0005	0
vGac14293	kGac14293	lin	0.0005	0.0005	0.0005	0
vGac14294	kGac14294	lin	0.0005	0.0005	0.0005	0
vGac14295	kGac14295	lin	0.0005	0.0005	0.0005	0
vGac14296	kGac14296	lin	0.0005	0.0005	0.0005	0
vGac14297	kGac14297	lin	0.0005	0.0005	0.0005	0
vGac14298	kGac14298	lin	0.0005	0.0005	0.0005	0
vGac14299	kGac14299	lin	0.0005	0.0005	0.0005	0
vGac14300	kGac14300	lin	0.0005	0.0005	0.0005	0
vGac14301	kGac14301	lin	0.0005	0.0005	0.0005	0
vGac14302	kGac14302	lin	0.0005	0.0005	0.0005	0
vGac14303	kGac14303	lin	0.0005	0.0005	0.0005	0
vGac14304	kGac14304	lin	0.0005	0.0005	0.0005	0
vGac14305	kGac14305	lin	0.0005	0.0005	0.0005	0
vGac14306	kGac14306	lin	0.0005	0.0005	0.0005	0
vGac14307	kGac14307	lin	0.0005	0.0005	0.0005	0
vGac14308	kGac14308	lin	0.0005	0.0005	0.0005	0
vGac14309	kGac14309	lin	0.0005	0.0005	0.0005	0
vGac14310	kGac14310	lin	0.0005	0.0005	0.0005	0
vGac14311	kGac14311	lin	0.0005	0.0005	0.0005	0
vGac14312	kGac14312	lin	0.0005	0.0005	0.0005	0
vGac14313	kGac14313	lin	0.0005	0.0005	0.0005	0
vGac14314	kGac14314	lin	0.0005	0.0005	0.0005	0
vGac14315	kGac14315	lin	0.0005	0.0005	0.0005	0
vGac14316	kGac14316	lin	0.0005	0.0005	0.0005	0
vGac14317	kGac14317	lin	0.0005	0.0005	0.0005	0
vGac14318	kGac14318	lin	0.0005	0.0005	0.0005	0
vGac14319	kGac14319	lin	0.0005	0.0005	0.0005	0
vGac14320	kGac14320	lin	0.0005	0.0005	0.0005	0
vGac14321	kGac14321	lin	0.0005	0.0005	0.0005	0
vGac14322	kGac14322	lin	0.0005	0.0005	0.0005	0
vGac14323	kGac14323	lin	0.0005	0.0005	0.0005	0
vGac14324	kGac14324	lin	0.0005	0.0005	0.0005	0
vGac14325	kGac14325	lin	0.0005	0.0005	0.0005	0
vGac14326	kGac14326	lin	0.0005	0.0005	0.0005	0
vGac14327	kGac14327	lin	0.0005	0.0005	0.0005	0
vGac14328	kGac14328	lin	0.0005	0.0005	0.0005	0
vGac14329	kGac14329	lin	0.0005	0.0005	0.0005	0
vGac14330	kGac14330	lin	0.0005	0.0005	0.0005	0
vGac14331	kGac14331	lin	0.0005	0.0005	0.0005	0
vGac14332	kGac14332	lin	0.0005	0.0005	0.0005	0
vGac14333	kGac14333	lin	0.0005	0.0005	0.0005	0
vGac14334	kGac14334	lin	0.0005	0.0005	0.0005	0
vGac14335	kGac14335	lin	0.0005	0.0005	0.0005	0
vGac14336	kGac14336	lin	0.0005	0.0005	0.0005	0
vGac14337	kGac14337	lin	0.0005	0.0005	0.0005	0
vGac14338	kGac14338	lin	0.0005	0.0005	0.0005	0
vGac14339	kGac14339	lin	0.0005	0.0005	0.0005	0
vGac14340	kGac14340	lin	0.0005	0.0005	0.0005	0
vGac14341	kGac14341	lin	0.0005	0.0005	0.0005	0
vGac14342	kGac14342	lin	0.0005	0.0005	0.0005	0
vGac14343	kGac14343	lin	0.0005	0.0005	0.0005	0
vGac14344	kGac14344	lin	0.0005	0.0005	0.0005	0
vGac14345	kGac14345	lin	0.0005	0.0005	0.0005	0
vGac14346	kGac14346	lin	0.0005	0.0005	0.0005	0
vGac14347	kGac14347	lin	0.0005	0.0005	0.0005	0
vGac14348	kGac14348	lin	0.0005	0.0005	0.0005	0
vGac14349	kGac14349	lin	0.0005	0.0005	0.0005	0
vGac14350	kGac14350	lin	0.0005	0.0005	0.0005	0
vGac14351	kGac14351	lin	0.0005	0.0005	0.0005	0
vGac14352	kGac14352	lin	0.0005	0.0005	0.0005	0
vGac14353	kGac14353	lin	0.0005	0.0005	0.0005	0
vGac14354	kGac14354	lin	0.0005	0.0005	0.0005	0
vGac14355	kGac14355	lin	0.0005	0.0005	0.0005	0
vGac14356	kGac14356	lin	0.0005	0.0005	0.0005	0
vGac14357	kGac14357	lin	0.0005	0.0005	0.0005	0
vGac14358	kGac14358	lin	0.0005	0.0005	0.0005	0
vGac14359	kGac14359	lin	0.0005	0.0005	0.0005	0
vGac14360	kGac14360	lin	0.0005	0.0005	0.0005	0
vGac14361	kGac14361	lin	0.0005	0.0005	0.0005	0
vGac14362	kGac14362	lin	0.0005	0.0005	0.0005	0
vGac14363	kGac14363	lin	0.0005	0.0005	0.0005	0
vGac14364	kGac14364	lin	0.0005	0.0005	0.0005	0
vGac14365	kGac14365	lin	0.0005	0.0005	0.0005	0
vGac14366	kGac14366	lin	0.0005	0.0005	0.0005	0
vGac14367	kGac14367	lin	0.0005	0.0005	0.0005	0
vGac14368	kGac14368	lin	0.0005	0.0005	0.0005	0
vGac14369	kGac14369	lin	0.0005	0.0005	0.0005	0
vGac14370	kGac14370	lin	0.0005	0.0005	0.0005	0
vGac14371	kGac14371	lin	0.0005	0.0005	0.0005	0
vGac14372	kGac14372	lin	0.0005	0.0005	0.0005	0
vGac14373	kGac14373	lin	0.0005	0.0005	0.0005	0
vGac14374	kGac14374	lin	0.0005	0.0005	0.0005	0
vGac14375	kGac14375	lin	0.0005	0.0005	0.0005	0
vGac14376	kGac14376	lin	0.0005	0.0005	0.0005	0
vGac14377	kGac14377	lin	0.0005	0.0005	0.0005	0
vGac14378	kGac14378	lin	0.0005	0.0005	0.0005	0
vGac14379	kGac14379	lin	0.0005	0.0005	0.0005	0
vGac14380	kGac14380	lin	0.0005	0.0005	0.0005	0
vGac14381	kGac14381	lin	0.0005	0.0005	0.0005	0
vGac14382	kGac14382	lin	0.0005	0.0005	0.0005	0
vGac14383	kGac14383	lin	0.0005	0.0005	0.0005	0
vGac14384	kGac14384	lin	0.0005	0.0005	0.0005	0
vGac14385	kGac14385	lin	0.0005	0.0005	0.0005	0
vGac14386	kGac14386	lin	0.0005	0.0005	0.0005	0
vGac14387	kGac14387	lin	0.0005	0.0005	0.0005	0
vGac14388	kGac14388	lin	0.0005	0.0005	0.0005	0
vGac14389	kGac14389	lin	0.0005	0.0005	0.0005	0
vGac14390	kGac14390	lin	0.0005	0.0005	0.0005	0
vGac14391	kGac14391	lin	0.0005	0.0005	0.0005	0
vGac14392	kGac14392	lin	0.0005	0.0005	0.0005	0
vGac14393	kGac14393	lin	0.0005	0.0005	0.0005	0
vGac14394	kGac14394	lin	0.0005	0.0005	0.0005	0
vGac14395	kGac14395	lin	0.0005	0.0005	0.0005	0
vGac14396	kGac14396	lin	0.0005	0.0005	0.0005	0
vGac14397	kGac14397	lin	0.0005	0.0005	0.0005	0
vGac14398	kGac14398	lin	0.0005	0.0005	0.0005	0
vGac14399	kGac14399	lin	0.0005	0.0005	0.0005	0
vGac14400	kGac14400	lin	0.0005	0.0005	0.0005	0
vGac14401	kGac14401	lin	0.0005	0.0005	0.0005	0
vGac14402	kGac14402	lin	0.0005	0.0005	0.0005	0
vGac14403	kGac14403	lin	0.0005	0.0005	0.0005	0
vGac14404	kGac14404	lin	0.0005	0.0005	0.0005	0
vGac14405	kGac14405	lin	0.0005	0.0005	0.0005	0
vGac14406	kGac14406	lin	0.0005	0.0005	0.0005	0
vGac14407	kGac14407	lin	0.0005	0.0005	0.0005	0
vGac14408	kGac14408	lin	0.0005	0.0005	0.0005	0
vGac14409	kGac14409	lin	0.0005	0.0005	0.0005	0
vGac14410	kGac14410	lin	0.0005	0.0005	0.0005	0
vGac14411	kGac14411	lin	0.0005	0.0005	0.0005	0
vGac14412	kGac14412	lin	0.0005	0.0005	0.0005	0
vGac14413	kGac14413	lin	0.0005	0.0005	0.0005	0
vGac14414	kGac14414	lin	0.0005	0.0005	0.0005	0
vGac14415	kGac14415	lin	0.0005	0.0005	0.0005	0
vGac14416	kGac14416	lin	0.0005	0.0005	0.0005	0
vGac14417	kGac14417	lin	0.0005	0.0005	0.0005	0
vGac14418	kGac14418	lin	0.0005	0.0005	0.0005	0
vGac14419	kGac14419	lin	0.0005	0.0005	0.0005	0
vGac14420	kGac14420	lin	0.0005	0.0005	0.0005	0
vGac14421	kGac14421	lin	0.0005	0.0005	0.0005	0
vGac14422	kGac14422	lin	0.0005	0.0005	0.0005	0
vGac14423	kGac14423	lin	0.0005	0.0005	0.0005	0
vGac14424	kGac14424	lin	0.0005	0.0005	0.0005	0
vGac14425	kGac14425	lin	0.0005	0.0005	0.0005	0
vGac14426	kGac14426	lin	0.0005	0.0005	0.0005	0
vGac14427	kGac14427	lin	0.0005	0.0005	0.0005	0
vGac14428	kGac14428	lin	0.0005	0.0005	0.0005	0
vGac14429	kGac14429	lin	0.0005	0.0005	0.0005	0
vGac14430	kGac14430	lin	0.0005	0.0005	0.0005	0
vGac14431	kGac14431	lin	0.0005	0.0005	0.0005	0
vGac14432	kGac14432	lin	0.0005	0.0005	0.0005	0
vGac14433	kGac14433	lin	0.0005	0.0005	0.0005	0
vGac14434	kGac14434	lin	0.0005	0.0005	0.0005	0
vGac14435	kGac14435	lin	0.0005	0.0005	0.0005	0
vGac14436	kGac14436	lin	0.0005	0.0005	0.0005	0
vGac14437	kGac14437	lin	0.0005	0.0005	0.0005	0
vGac14438	kGac14438	lin	0.0005	0.0005	0.0005	0
vGac14439	kGac14439	lin	0.0005	0.0005	0.0005	0
vGac14440	kGac14440	lin	0.0005	0.0005	0.0005	0
vGac14441	kGac14441	lin	0.0005	0.0005	0.0005	0
vGac14442	kGac14442	lin	0.0005	0.0005	0.0005	0
vGac14443	kGac14443	lin	0.0005	0.0005	0.0005	0
vGac14444	kGac14444	lin	0.0005	0.0005	0.0005	0
vGac14445	kGac14445	lin	0.0005	0.0005	0.0005	0
vGac14446	kGac14446	lin	0.0005	0.0005	0.0005	0
vGac14447	kGac14447	lin	0.0005	0.0005	0.0005	0
vGac14448	kGac14448	lin	0.0005	0.0005	0.0005	0
vGac14449	kGac14449	lin	0.0005	0.0005	0.0005	0
vGac14450	kGac14450	lin	0.0005	0.0005	0.0005	0
vGac14451	kGac14451	lin	0.0005	0.0005	0.0005	0
vGac14452	kGac14452	lin	0.0005	0.0005	0.0005	0
vGac14453	kGac14453	lin	0.0005	0.0005	0.0005	0
vGac14454	kGac14454	lin	0.0005	0.0005	0.0005	0
vGac14455	kGac14455	lin	0.0005	0.0005	0.0005	0
vGac14456	kGac14456	lin	0.0005	0.0005	0.0005	0
vGac14457	kGac14457	lin	0.0005	0.0005	0.0005	0
vGac14458	kGac14458	lin	0.0005	0.0005	0.0005	0
vGac14459	kGac14459	lin	0.0005	0.0005	0.0005	0
vGac14460	kGac14460	lin	0.0005	0.0005	0.0005	0
vGac14461	kGac14461	lin	0.0005	0.0005	0.0005	0
vGac14462	kGac14462	lin	0.0005	0.0005	0.0005	0
vGac14463	kGac14463	lin	0.0005	0.0005	0.0005	0
vGac14464	kGac14464	lin	0.0005	0.0005	0.0005	0
vGac14465	kGac14465	lin	0.0005	0.0005	0.0005	0
vGac14466	kGac14466	lin	0.0005	0.0005	0.0005	0
vGac14467	kGac14467	lin	0.0005	0.0005	0.0005	0
vGac14468	kGac14468	lin	0.0005	0.0005	0.0005	0
vGac14469	kGac14469	lin	0.0005	0.0005	0.0005	0
vGac14470	kGac14470	lin	0.0005	0.0005	0.0005	0
vGac14471	kGac14471	lin	0.0005	0.0005	0.0005	0
vGac14472	kGac14472	lin	0.0005	0.0005	0.0005	0
vGac14473	kGac14473	lin	0.0005	0.0005	0.0005	0
vGac14474	kGac14474	lin	0.0005	0.0005	0.0005	0
vGac14475	kGac14475	lin	0.0005	0.0005	0.0005	0
vGac14476	kGac14476	lin	0.0005	0.0005	0.0005	0
vGac14477	kGac14477	lin	0.0005	0.0005	0.0005	0
vGac14478	kGac14478	lin	0.0005	0.0005	0.0005	0
vGac14479	kGac14479	lin	0.0005	0.0005	0.0005	0
vGac14480	kGac14480	lin	0.0005	0.0005	0.0005	0
vGac14481	kGac14481	lin	0.0005	0.0005	0.0005	0
vGac14482	kGac14482	lin	0.0005	0.0005	0.0005	0
vGac14483	kGac14483	lin	0.0005	0.0005	0.0005	0
vGac14484	kGac14484	lin	0.0005	0.0005	0.0005	0
vGac14485	kGac14485	lin	0.0005	0.0005	0.0005	0
vGac14486	kGac14486	lin	0.0005	0.0005	0.0005	0
vGac14487	kGac14487	lin	0.0005	0.0005	0.0005	0
vGac14488	kGac14488	lin	0.0005	0.0005	0.0005	0
vGac14489	kGac14489	lin	0.0005	0.0005	0.0005	0
vGac14490	kGac14490	lin	0.0005	0.0005	0.0005	0
vGac14491	kGac14491	lin	0.0005	0.0005	0.0005	0
vGac14492	kGac14492	lin	0.0005	0.0005	0.0005	0
vGac14493	kGac14493	lin	0.0005	0.0005	0.0005	0
vGac14494	kGac14494	lin	0.0005	0.0005	0.0005	0
vGac14495	kGac14495	lin	0.0005	0.0005	0.0005	0
vGac14496	kGac14496	lin	0.0005	0.0005	0.0005	0
vGac14497	kGac14497	lin	0.0005	0.0005	0.0005	0
vGac14498	kGac14498	lin	0.0005	0.0005	0.0005	0
vGac14499	kGac14499	lin	0.0005	0.0005	0.0005	0
vGac14500	kGac14500	lin	0.0005	0.0005	0.0005	0
vGac14501	kGac14501	lin	0.0005	0.0005	0.0005	0
vGac14502	kGac14502	lin	0.0005	0.0005	0.0005	0
vGac14503	kGac14503	lin	0.0005	0.0005	0.0005	0
vGac14504	kGac14504	lin	0.0005	0.0005	0.0005	0
vGac14505	kGac14505	lin	0.0005	0.0005	0.0005	0
vGac14506	kGac14506	lin	0.0005	0.0005	0.0005	0
vGac14507	kGac14507	lin	0.0005	0.0005	0.0005	0
vGac14508	kGac14508	lin	0.0005	0.0005	0.0005	0
vGac14509	kGac14509	lin	0.0005	0.0005	0.0005	0
vGac14510	kGac14510	lin	0.0005	0.0005	0.0005	0
vGac14511	kGac14511	lin	0.0005	0.0005	0.0005	0
vGac14512	kGac14512	lin	0.0005	0.0005	0.0005	0
vGac14513	kGac14513	lin	0.0005	0.0005	0.0005	0
vGac14514	kGac14514	lin	0.0005	0.0005	0.0005	0
vGac14515	kGac14515	lin	0.0005	0.0005	0.0005	0
vGac14516	kGac14516	lin	0.0005	0.0005	0.0005	0
vGac14517	kGac14517	lin	0.0005	0.0005	0.0005	0
vGac14518	kGac14518	lin	0.0005	0.0005	0.0005	0
vGac14519	kGac14519	lin	0.0005	0.0005	0.0005	0
vGac14520	kGac14520	lin	0.0005	0.0005	0.0005	0
vGac14521	kGac14521	lin	0.0005	0.0005	0.0005	0
vGac14522	kGac14522	lin	0.0005	0.0005	0.0005	0
vGac14523	kGac14523	lin	0.0005	0.0005	0.0005	0
vGac14524	kGac14524	lin	0.0005	0.0005	0.0005	0
vGac14525	kGac14525	lin	0.0005	0.0005	0.0005	0
vGac14526	kGac14526	lin	0.0005	0.0005	0.0005	0
vGac14527	kGac14527	lin	0.0005	0.0005	0.0005	0
vGac14528	kGac14528	lin	0.0005	0.0005	0.0005	0
vGac14529	kGac14529	lin	0.0005	0.0005	0.0005	0
vGac14530	kGac14530	lin	0.0005	0.0005	0.0005	0
vGac14531	kGac14531	lin	0.0005	0.0005	0.0005	0
vGac14532	kGac14532	lin	0.0005	0.0005	0.0005	0
vGac14533	kGac14533	lin	0.0005	0.0005	0.0005	0
vGac14534	kGac14534	lin	0.0005	0.0005	0.0005	0
vGac14535	kGac14535	lin	0.0005	0.0005	0.0005	0
vGac14536	kGac14536	lin	0.0005	0.0005	0.0005	0
vGac14537	kGac14537	lin	0.0005	0.0005	0.0005	0
vGac14538	kGac14538	lin	0.0005	0.0005	0.0005	0
vGac14539	kGac14539	lin	0.0005	0.0005	0.0005	0
vGac14540	kGac14540	lin	0.0005	0.0005	0.0005	0
vGac14541	kGac14541	lin	0.0005	0.0005	0.0005	0
vGac14542	kGac14542	lin	0.0005	0.0005	0.0005	0
vGac14543	kGac14543	lin	0.0005	0.0005	0.0005	0
vGac14544	kGac14544	lin	0.0005	0.0005	0.0005	0
vGac14545	kGac14545	lin	0.0005	0.0005	0.0005	0
vGac14546	kGac14546	lin	0.0005	0.0005	0.0005	0
vGac14547	kGac14547	lin	0.0005	0.0005	0.0005	0
vGac14548	kGac14548	lin	0.0005	0.0005	0.0005	0
vGac14549	kGac14549	lin	0.0005	0.0005	0.0005	0
vGac14550	kGac14550	lin	0.0005	0.0005	0.0005	0
vGac14551	kGac14551	lin	0.0005	0.0005	0.0005	0
vGac14552	kGac14552	lin	0.0005	0.0005	0.0005	0
vGac14553	kGac14553	lin	0.0005	0.0005	0.0005	0
vGac14554	kGac14554	lin	0.0005	0.0005	0.0005	0
vGac14555	kGac14555	lin	0.0005	0.0005	0.0005	0
vGac14556	kGac14556	lin	0.0005	0.0005	0.0005	0
vGac14557	kGac14557	lin	0.0005	0.0005	0.0005	0
vGac14558	kGac14558	lin	0.0005	0.0005	0.0005	0
vGac14559	kGac14559	lin	0.0005	0.0005	0.0005	0
vGac14560	kGac14560	lin	0.0005	0.0005	0.0005	0
vGac14561	kGac14561	lin	0.0005	0.0005	0.0005	0
vGac14562	kGac14562	lin	0.0005	0.0005	0.0005	0
vGac14563	kGac14563	lin	0.0005	0.0005	0.0005	0
vGac14564	kGac14564	lin	0.0005	0.0005	0.0005	0
vGac14565	kGac14565	lin	0.0005	0.0005	0.0005	0
vGac14566	kGac14566	lin	0.0005	0.0005	0.0005	0
vGac14567	kGac14567	lin	0.0005	0.0005	0.0005	0
vGac14568	kGac14568	lin	0.0005	0.0005	0.0005	0
vGac14569	kGac14569	lin	0.0005	0.0005	0.0005	0
vGac14570	kGac14570	lin	0.0005	0.0005	0.0005	0
vGac14571	kGac14571	lin	0.0005	0.0005	0.0005	0
vGac14572	kGac14572	lin	0.0005	0.0005	0.0005	0
vGac14573	kGac14573	lin	0.0005	0.0005	0.0005	0
vGac14574	kGac14574	lin	0.0005	0.0005	0.0005	0
vGac14575	kGac14575	lin	0.0005	0.0005	0.0005	0
vGac14576	kGac14576	lin	0.0005	0.0005	0.0005	0
vGac14577	kGac14577	lin	0.0005	0.0005	0.0005	0
vGac14578	kGac14578	lin	0.0005	0.0005	0.0005	0
vGac14579	kGac14579	lin	0.0005	0.0005	0.0005	0
vGac14580	kGac14580	lin	0.0005	0.0005	0.0005	0
vGac14581	kGac14581	lin	0.0005	0.0005	0.0005	0
vGac14582	kGac14582	lin	0.0005	0.0005	0.0005	0
vGac14583	kGac14583	lin	0.0005	0.0005	0.0005	0
vGac14584	kGac14584	lin	0.0005	0.0005	0.0005	0
vGac14585	kGac14585	lin	0.0005	0.0005	0.0005	0
vGac14586	kGac14586	lin	0.0005	0.0005	0.0005	0
vGac14587	kGac14587	lin	0.0005	0.0005	0.0005	0
vGac14588	kGac14588	lin	0.0005	0.0005	0.0005	0
vGac14589	kGac14589	lin	0.0005	0.0005	0.0005	0
vGac14590	kGac14590	lin	0.0005	0.0005	0.0005	0
vGac14591	kGac14591	lin	0.0005	0.0005	0.0005	0
vGac14592	kGac14592	lin	0.0005	0.0005	0.0005	0
vGac14593	kGac14593	lin	0.0005	0.0005	0.0005	0
vGac14594	kGac14594	lin	0.0005	0.0005	0.0005	0
vGac14595	kGac14595	lin	0.0005	0.0005	0.0005	0
vGac14596	kGac14596	lin	0.0005	0.0005	0.0005	0
vGac14597	kGac14597	lin	0.0005	0.0005	0.0005	0
vGac14598	kGac14598	lin	0.0005	0.0005	0.0005	0
vGac14599	kGac14599	lin	0.0005	0.0005	0.0005	0
vGac14600	kGac14600	lin	0.0005	0.0005	0.0005	0
vGac14601	kGac14601	lin	0.0005	0.0005	0.0005	0
vGac14602	kGac14602	lin	0.0005	0.0005	0.0005	0
vGac14603	kGac14603	lin	0.0005	0.0005	0.0005	0
vGac14604	kGac14604	lin	0.0005	0.0005	0.0005	0
vGac14605	kGac14605	lin	0.0005	0.0005	0.0005	0
vGac14606	kGac14606	lin	0.0005	0.0005	0.0005	0
