reactionId	parameterId	parameterScale	lowerBound	upperBound	nominalValue	estimate
vTLd4316	kTLd4316	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4317	kTLd4317	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4318	kTLd4318	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4319	kTLd4319	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4320	kTLd4320	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4321	kTLd4321	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4322	kTLd4322	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4323	kTLd4323	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4324	kTLd4324	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4325	kTLd4325	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4326	kTLd4326	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4327	kTLd4327	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4328	kTLd4328	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4329	kTLd4329	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4330	kTLd4330	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4331	kTLd4331	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4332	kTLd4332	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4333	kTLd4333	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4334	kTLd4334	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4335	kTLd4335	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4336	kTLd4336	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4337	kTLd4337	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4338	kTLd4338	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4339	kTLd4339	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4340	kTLd4340	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4341	kTLd4341	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4342	kTLd4342	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4343	kTLd4343	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4344	kTLd4344	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4345	kTLd4345	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4346	kTLd4346	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4347	kTLd4347	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4348	kTLd4348	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4349	kTLd4349	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4350	kTLd4350	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4351	kTLd4351	lin	2.0548653520690896e-06	2.0548653520690896e-06	2.0548653520690896e-06	0
vTLd4352	kTLd4352	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4353	kTLd4353	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4354	kTLd4354	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4355	kTLd4355	lin	4.843795811040848e-06	4.843795811040848e-06	4.843795811040848e-06	0
vTLd4356	kTLd4356	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4357	kTLd4357	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4358	kTLd4358	lin	1.4240136342642827e-06	1.4240136342642827e-06	1.4240136342642827e-06	0
vTLd4359	kTLd4359	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4360	kTLd4360	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4361	kTLd4361	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4362	kTLd4362	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4363	kTLd4363	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4364	kTLd4364	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4365	kTLd4365	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4366	kTLd4366	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4367	kTLd4367	lin	2.9141953002705265e-06	2.9141953002705265e-06	2.9141953002705265e-06	0
vTLd4368	kTLd4368	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4369	kTLd4369	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4370	kTLd4370	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4371	kTLd4371	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4372	kTLd4372	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4373	kTLd4373	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4374	kTLd4374	lin	6.426598247292179e-06	6.426598247292179e-06	6.426598247292179e-06	0
vTLd4375	kTLd4375	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4376	kTLd4376	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4377	kTLd4377	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4378	kTLd4378	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4379	kTLd4379	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4380	kTLd4380	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4381	kTLd4381	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4382	kTLd4382	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4383	kTLd4383	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4384	kTLd4384	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4385	kTLd4385	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4386	kTLd4386	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4387	kTLd4387	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4388	kTLd4388	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4389	kTLd4389	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4390	kTLd4390	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4391	kTLd4391	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4392	kTLd4392	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4393	kTLd4393	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4394	kTLd4394	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4395	kTLd4395	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4396	kTLd4396	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4397	kTLd4397	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4398	kTLd4398	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4399	kTLd4399	lin	2.520498540239216e-06	2.520498540239216e-06	2.520498540239216e-06	0
vTLd4400	kTLd4400	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4401	kTLd4401	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4402	kTLd4402	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4403	kTLd4403	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4404	kTLd4404	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4405	kTLd4405	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4406	kTLd4406	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4407	kTLd4407	lin	7.81415923250299e-06	7.81415923250299e-06	7.81415923250299e-06	0
vTLd4408	kTLd4408	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4409	kTLd4409	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4410	kTLd4410	lin	3.06009032881236e-06	3.06009032881236e-06	3.06009032881236e-06	0
vTLd4411	kTLd4411	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4412	kTLd4412	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4413	kTLd4413	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4414	kTLd4414	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4415	kTLd4415	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4416	kTLd4416	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4417	kTLd4417	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4418	kTLd4418	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4419	kTLd4419	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4420	kTLd4420	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4421	kTLd4421	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4422	kTLd4422	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4423	kTLd4423	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4424	kTLd4424	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4425	kTLd4425	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4426	kTLd4426	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4427	kTLd4427	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4428	kTLd4428	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4429	kTLd4429	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4430	kTLd4430	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4431	kTLd4431	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4432	kTLd4432	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4433	kTLd4433	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4434	kTLd4434	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4435	kTLd4435	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4436	kTLd4436	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4437	kTLd4437	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4438	kTLd4438	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4439	kTLd4439	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4440	kTLd4440	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4441	kTLd4441	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4442	kTLd4442	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4443	kTLd4443	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4444	kTLd4444	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4445	kTLd4445	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4446	kTLd4446	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4447	kTLd4447	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4448	kTLd4448	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4449	kTLd4449	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4450	kTLd4450	lin	1.984957561740966e-05	1.984957561740966e-05	1.984957561740966e-05	0
vTLd4451	kTLd4451	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4452	kTLd4452	lin	3.8377692543128105e-06	3.8377692543128105e-06	3.8377692543128105e-06	0
vTLd4453	kTLd4453	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4454	kTLd4454	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4455	kTLd4455	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4456	kTLd4456	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4457	kTLd4457	lin	7.582140800538461e-07	7.582140800538461e-07	7.582140800538461e-07	0
vTLd4458	kTLd4458	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4459	kTLd4459	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4460	kTLd4460	lin	8.763808989024747e-06	8.763808989024747e-06	8.763808989024747e-06	0
vTLd4461	kTLd4461	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4462	kTLd4462	lin	3.584823747698263e-06	3.584823747698263e-06	3.584823747698263e-06	0
vTLd4463	kTLd4463	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4464	kTLd4464	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4465	kTLd4465	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4466	kTLd4466	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4467	kTLd4467	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4468	kTLd4468	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4469	kTLd4469	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4470	kTLd4470	lin	2.175357400168045e-06	2.175357400168045e-06	2.175357400168045e-06	0
vTLd4471	kTLd4471	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4472	kTLd4472	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4473	kTLd4473	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4474	kTLd4474	lin	2.014025977917089e-05	2.014025977917089e-05	2.014025977917089e-05	0
vTLd4475	kTLd4475	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4476	kTLd4476	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4477	kTLd4477	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4478	kTLd4478	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4479	kTLd4479	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4480	kTLd4480	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4481	kTLd4481	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4482	kTLd4482	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4483	kTLd4483	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4484	kTLd4484	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4485	kTLd4485	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4486	kTLd4486	lin	9.133818002318486e-06	9.133818002318486e-06	9.133818002318486e-06	0
vTLd4487	kTLd4487	lin	1.5504983370017208e-06	1.5504983370017208e-06	1.5504983370017208e-06	0
vTLd4488	kTLd4488	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4489	kTLd4489	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4490	kTLd4490	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4491	kTLd4491	lin	9.981383280916211e-06	9.981383280916211e-06	9.981383280916211e-06	0
vTLd4492	kTLd4492	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4493	kTLd4493	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4494	kTLd4494	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4495	kTLd4495	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4496	kTLd4496	lin	2.539447157595274e-06	2.539447157595274e-06	2.539447157595274e-06	0
vTLd4497	kTLd4497	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4498	kTLd4498	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4499	kTLd4499	lin	3.574176415238049e-06	3.574176415238049e-06	3.574176415238049e-06	0
vTLd4500	kTLd4500	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4501	kTLd4501	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4502	kTLd4502	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4503	kTLd4503	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4504	kTLd4504	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4505	kTLd4505	lin	2.985129976571685e-05	2.985129976571685e-05	2.985129976571685e-05	0
vTLd4506	kTLd4506	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4507	kTLd4507	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4508	kTLd4508	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4509	kTLd4509	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4510	kTLd4510	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4511	kTLd4511	lin	2.141484634510885e-06	2.141484634510885e-06	2.141484634510885e-06	0
vTLd4512	kTLd4512	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4513	kTLd4513	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4514	kTLd4514	lin	2.868606726592278e-06	2.868606726592278e-06	2.868606726592278e-06	0
vTLd4515	kTLd4515	lin	4.375929170201675e-06	4.375929170201675e-06	4.375929170201675e-06	0
vTLd4516	kTLd4516	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4517	kTLd4517	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4518	kTLd4518	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4519	kTLd4519	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4520	kTLd4520	lin	1.2063965130881807e-05	1.2063965130881807e-05	1.2063965130881807e-05	0
vTLd4521	kTLd4521	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4522	kTLd4522	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4523	kTLd4523	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4524	kTLd4524	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4525	kTLd4525	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4526	kTLd4526	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4527	kTLd4527	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4528	kTLd4528	lin	4.947093614822037e-06	4.947093614822037e-06	4.947093614822037e-06	0
vTLd4529	kTLd4529	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4530	kTLd4530	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4531	kTLd4531	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4532	kTLd4532	lin	8.645751391507575e-06	8.645751391507575e-06	8.645751391507575e-06	0
vTLd4533	kTLd4533	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4534	kTLd4534	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4535	kTLd4535	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4536	kTLd4536	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4537	kTLd4537	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4538	kTLd4538	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4539	kTLd4539	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4540	kTLd4540	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4541	kTLd4541	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4542	kTLd4542	lin	5.112609758068871e-06	5.112609758068871e-06	5.112609758068871e-06	0
vTLd4543	kTLd4543	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4544	kTLd4544	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4545	kTLd4545	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4546	kTLd4546	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4547	kTLd4547	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4548	kTLd4548	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4549	kTLd4549	lin	3.1135330447748005e-06	3.1135330447748005e-06	3.1135330447748005e-06	0
vTLd4550	kTLd4550	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4551	kTLd4551	lin	4.7517493457273865e-06	4.7517493457273865e-06	4.7517493457273865e-06	0
vTLd4552	kTLd4552	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4553	kTLd4553	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4554	kTLd4554	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4555	kTLd4555	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4556	kTLd4556	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4557	kTLd4557	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4558	kTLd4558	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4559	kTLd4559	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4560	kTLd4560	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4561	kTLd4561	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4562	kTLd4562	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4563	kTLd4563	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4564	kTLd4564	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4565	kTLd4565	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4566	kTLd4566	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4567	kTLd4567	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4568	kTLd4568	lin	4.105349328120975e-06	4.105349328120975e-06	4.105349328120975e-06	0
vTLd4569	kTLd4569	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4570	kTLd4570	lin	8.062851067373271e-06	8.062851067373271e-06	8.062851067373271e-06	0
vTLd4571	kTLd4571	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4572	kTLd4572	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4573	kTLd4573	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4574	kTLd4574	lin	1.1624057201694865e-06	1.1624057201694865e-06	1.1624057201694865e-06	0
vTLd4575	kTLd4575	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4576	kTLd4576	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4577	kTLd4577	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4578	kTLd4578	lin	1.5282235374940368e-06	1.5282235374940368e-06	1.5282235374940368e-06	0
vTLd4579	kTLd4579	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4580	kTLd4580	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
vTLd4581	kTLd4581	lin	4.563661613862851e-06	4.563661613862851e-06	4.563661613862851e-06	0
vTLd4582	kTLd4582	lin	4.073215220835068e-06	4.073215220835068e-06	4.073215220835068e-06	0
